Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-12-01,01:00,,1015,94.5,4,20,,,,,0,0.3,1.0,147
2018-12-01,02:00,,1015,95.2,3,21,,,,,0,0.5,1.0,145
2018-12-01,03:00,,1015,94.9,4,20,,,,,0,1.1,0.9,153
2018-12-01,04:00,,1015,94.4,6,20,,,,,0,1.8,0.9,205
2018-12-01,05:00,,1015,94.5,8,21,,,,,1,2.2,1.2,207
2018-12-01,06:00,,1015,94.4,9,21,,,,,1,2.5,1.2,216
2018-12-01,07:00,,1015,94.6,9,22,,,,,0,2.7,1.2,219
2018-12-01,08:00,,1016,95.3,18,28,,,,,1,2.7,1.1,205
2018-12-01,09:00,,1016,94.4,30,34,,,,,22,2.9,1.0,194
2018-12-01,10:00,,1016,89.6,35,34,,,,,85,4.0,1.4,202
2018-12-01,11:00,,1017,85.0,38,34,,,,,161,5.0,1.5,210
2018-12-01,12:00,,1016,80.4,30,29,,,,,258,6.0,2.1,209
2018-12-01,13:00,,1016,82.5,27,31,,,,,133,5.5,1.9,209
2018-12-01,14:00,,1016,82.1,31,33,,,,,166,5.8,1.4,210
2018-12-01,15:00,,1016,81.0,28,33,,,,,114,5.9,1.4,201
2018-12-01,16:00,,1016,85.3,28,40,,,,,22,4.6,1.5,199
2018-12-01,17:00,,1016,88.2,52,53,,,,,0,3.5,0.7,160
2018-12-01,18:00,,1016,87.3,47,51,,,,,0,3.2,0.9,147
2018-12-01,19:00,,1016,88.5,46,48,,,,,0,2.3,1.1,146
2018-12-01,20:00,,1015,88.1,29,36,,,,,0,1.9,1.4,145
2018-12-01,21:00,,1015,83.9,19,27,,,,,0,2.6,1.4,157
2018-12-01,22:00,,1015,85.8,11,18,,,,,0,2.5,2.2,155
2018-12-01,23:00,,1014,86.0,6,19,,,,,0,2.7,2.0,153
2018-12-02,00:00,,1014,85.4,3,14,,,,,0,3.1,2.2,154
2018-12-02,01:00,,1013,85.7,3,13,,,,,0,3.1,2.2,157
2018-12-02,02:00,,1012,86.1,2,11,,,,,0,2.8,2.8,157
2018-12-02,03:00,,1011,86.6,2,15,,,,,0,2.3,3.0,156
2018-12-02,04:00,,1010,86.1,2,15,,,,,0,2.3,3.3,156
2018-12-02,05:00,,1009,85.2,1,16,,,,,0,2.3,3.1,157
2018-12-02,06:00,,1009,80.7,4,16,,,,,0,3.2,3.0,161
2018-12-02,07:00,,1008,80.2,2,15,,,,,0,3.3,3.4,157
2018-12-02,08:00,,1007,82.2,3,15,,,,,2,2.9,3.4,157
2018-12-02,09:00,,1007,83.5,4,15,,,,,17,2.7,3.5,156
2018-12-02,10:00,,1006,85.7,8,17,,,,,45,2.1,4.3,153
2018-12-02,11:00,,1005,84.8,11,18,,,,,52,2.5,3.6,158
2018-12-02,12:00,,1004,83.5,11,16,,,,,126,3.4,3.7,159
2018-12-02,13:00,,1003,88.0,14,18,,,,,120,3.5,3.5,158
2018-12-02,14:00,,1003,84.5,12,19,,,,,76,4.5,3.2,158
2018-12-02,15:00,,1003,85.4,18,21,,,,,74,5.1,2.5,168
2018-12-02,16:00,,1002,89.2,19,25,,,,,8,4.9,2.2,172
2018-12-02,17:00,,1002,93.0,22,27,,,,,0,5.0,1.9,177
2018-12-02,18:00,,1002,94.2,22,26,,,,,0,5.9,2.2,196
2018-12-02,19:00,,1003,93.9,12,19,,,,,0,7.1,2.9,204
2018-12-02,20:00,,1003,92.8,11,16,,,,,0,8.1,2.3,212
2018-12-02,21:00,,1003,93.3,8,16,,,,,0,8.5,2.2,209
2018-12-02,22:00,,1003,91.5,5,11,,,,,0,8.9,2.3,215
2018-12-02,23:00,,1004,91.1,4,9,,,,,0,9.1,2.0,212
2018-12-03,00:00,,1004,90.2,3,9,,,,,0,9.3,2.2,204
2018-12-03,01:00,,1003,89.6,3,11,,,,,0,9.5,2.1,198
2018-12-03,02:00,,1003,89.8,3,11,,,,,0,9.4,1.3,186
2018-12-03,03:00,,1003,93.6,4,11,,,,,0,9.1,1.6,185
2018-12-03,04:00,,1003,92.3,4,12,,,,,0,9.0,1.3,185
2018-12-03,05:00,,1003,90.4,9,16,,,,,0,9.3,1.7,188
2018-12-03,06:00,,1003,93.0,25,26,,,,,0,9.0,1.3,166
2018-12-03,07:00,,1003,93.6,34,29,,,,,0,8.9,2.0,195
2018-12-03,08:00,,1003,93.1,49,41,,,,,1,8.8,1.7,200
2018-12-03,09:00,,1003,91.1,34,37,,,,,24,8.9,2.1,206
2018-12-03,10:00,,1003,89.5,31,34,,,,,69,9.6,2.1,203
2018-12-03,11:00,,1003,86.1,41,36,,,,,107,10.3,2.7,207
2018-12-03,12:00,,1003,75.0,26,30,,,,,229,12.1,2.5,214
2018-12-03,13:00,,1003,71.4,23,29,,,,,239,12.2,2.5,216
2018-12-03,14:00,,1003,75.2,30,33,,,,,91,11.6,2.4,213
2018-12-03,15:00,,1003,78.7,33,37,,,,,50,11.0,2.5,210
2018-12-03,16:00,,1003,87.7,29,40,,,,,4,9.4,2.2,212
2018-12-03,17:00,,1003,89.5,56,56,,,,,0,8.8,1.7,204
2018-12-03,18:00,,1003,87.7,37,40,,,,,0,8.9,2.4,203
2018-12-03,19:00,,1003,87.5,24,32,,,,,0,8.8,2.4,202
2018-12-03,20:00,,1003,88.4,20,29,,,,,0,8.6,1.9,198
