Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-12-01,01:00,,1014,80.0,1,12,38,18,,,0,,3.9,189
2018-12-01,02:00,,1014,85.5,1,10,38,18,,,0,,4.5,188
2018-12-01,03:00,,1014,86.4,1,10,36,18,,,0,,4.7,194
2018-12-01,04:00,,1013,87.0,1,12,33,18,,,0,,3.9,195
2018-12-01,05:00,,1014,88.7,1,12,32,18,,,0,,3.4,203
2018-12-01,06:00,,1014,90.5,1,12,29,17,,,0,,3.2,205
2018-12-01,07:00,,1014,90.8,1,13,27,17,,,0,,2.8,206
2018-12-01,08:00,,1014,90.8,1,14,25,19,,,0,,2.6,207
2018-12-01,09:00,,1014,90.7,2,15,24,24,,,20,,2.6,212
2018-12-01,10:00,,1015,90.4,3,14,23,25,,,51,,2.6,209
2018-12-01,11:00,,1015,90.3,4,14,24,24,,,96,0.4,2.4,211
