Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-12-01,01:00,,1017,90.1,1,23,20,24,0.74,5.9,0,0.3,0.9,160
2018-12-01,02:00,,1016,91.6,1,23,20,21,0.71,6.5,0,0.1,1.0,161
2018-12-01,03:00,,1016,91.0,1,23,19,19,0.67,7.2,0,0.2,0.8,168
2018-12-01,04:00,,1016,90.7,1,20,21,21,0.65,7.6,0,0.0,1.1,166
2018-12-01,05:00,,1016,90.9,1,19,21,18,0.63,6.7,0,0.2,0.9,159
2018-12-01,06:00,,1016,90.6,1,19,20,18,0.62,6.0,0,0.3,1.0,158
2018-12-01,07:00,,1017,90.5,1,21,18,18,0.62,5.8,0,0.4,1.0,158
2018-12-01,08:00,,1017,91.2,1,21,17,19,0.63,5.5,0,0.3,1.1,166
2018-12-01,09:00,,1017,91.6,2,23,14,23,0.74,5.1,16,0.4,1.0,158
2018-12-01,10:00,,1017,90.8,8,25,13,25,0.88,4.9,60,0.8,1.0,150
2018-12-01,11:00,,1017,90.1,8,22,16,28,0.98,5.0,85,1.1,1.1,156
2018-12-01,12:00,,1017,89.8,10,24,14,32,1.12,5.1,117,1.5,1.2,161
2018-12-01,13:00,,1017,89.6,10,24,14,30,1.18,5.2,107,2.1,1.3,159
2018-12-01,14:00,,1017,88.8,9,27,11,37,1.27,5.7,80,2.6,1.1,159
2018-12-01,15:00,,1017,87.9,10,28,11,40,1.34,6.6,66,2.9,1.2,159
2018-12-01,16:00,,1017,88.6,9,31,7,37,1.37,8.2,23,2.3,1.2,156
2018-12-01,17:00,,1017,89.6,11,36,2,39,1.42,8.5,0,1.7,1.1,155
2018-12-01,18:00,,1017,89.3,14,36,1,41,1.66,10.0,1,1.7,1.0,147
2018-12-01,19:00,,1017,90.1,12,35,1,39,1.77,11.0,0,1.4,1.1,158
2018-12-01,20:00,,1017,90.7,10,36,1,38,1.59,10.3,0,1.2,1.3,161
2018-12-01,21:00,,1016,91.6,6,36,2,39,1.48,9.0,0,1.0,1.2,150
2018-12-01,22:00,,1016,91.1,4,36,2,38,1.39,8.2,0,1.1,0.9,144
2018-12-01,23:00,,1016,90.6,3,37,3,32,1.27,9.4,0,1.5,0.7,156
2018-12-02,00:00,,1015,90.6,2,33,6,30,1.09,8.0,0,1.8,0.9,112
2018-12-02,01:00,,1014,90.3,1,29,8,23,0.94,6.4,0,2.1,0.7,136
2018-12-02,02:00,,1014,90.2,1,28,9,20,0.79,6.1,0,2.2,0.7,139
2018-12-02,03:00,,1013,89.7,1,24,16,17,0.64,5.7,0,2.7,0.7,179
2018-12-02,04:00,,1012,87.5,1,23,17,18,0.77,5.8,0,3.3,1.1,172
2018-12-02,05:00,,1011,86.6,1,22,19,17,0.73,5.0,1,3.7,0.6,162
2018-12-02,06:00,,1010,86.3,1,20,20,20,0.73,4.2,1,3.9,0.9,142
2018-12-02,07:00,,1010,84.7,1,18,23,17,0.64,4.0,1,4.2,1.0,164
2018-12-02,08:00,,1009,83.8,1,17,24,14,0.64,3.8,1,4.3,1.0,168
2018-12-02,09:00,,1009,84.7,1,18,22,11,0.67,4.0,10,3.9,1.5,165
2018-12-02,10:00,,1008,85.6,2,19,20,11,0.75,4.4,18,3.2,1.9,172
2018-12-02,11:00,,1007,81.3,2,18,23,12,0.71,5.1,51,3.7,2.0,170
2018-12-02,12:00,,1007,80.5,3,18,23,12,0.75,5.0,57,4.0,1.8,169
2018-12-02,13:00,,1006,83.4,2,17,25,11,0.64,4.0,59,4.3,1.8,166
2018-12-02,14:00,,1005,89.2,3,20,21,12,0.77,3.2,54,3.4,1.6,170
2018-12-02,15:00,,1004,86.6,3,23,19,14,0.78,3.2,43,4.3,1.1,170
2018-12-02,16:00,,1004,84.5,2,27,15,16,1.02,3.4,7,4.8,0.9,140
2018-12-02,17:00,,1004,88.6,2,28,16,14,0.94,3.1,0,4.7,1.0,156
2018-12-02,18:00,,1004,92.9,2,29,13,15,0.96,2.7,0,4.3,1.1,139
2018-12-02,19:00,,1004,95.0,2,29,11,15,1.01,2.4,0,4.3,1.2,156
2018-12-02,20:00,,1004,95.5,2,28,11,13,1.11,2.1,0,4.7,1.0,129
2018-12-02,21:00,,1004,96.0,1,28,10,13,1.10,2.0,0,5.1,0.9,104
2018-12-02,22:00,,1004,95.7,1,25,12,11,0.96,2.1,0,5.3,1.1,125
2018-12-02,23:00,,1004,95.0,1,24,11,10,0.84,2.2,0,5.0,1.0,146
2018-12-03,00:00,,1004,94.2,1,27,8,10,0.85,2.4,0,4.9,1.0,138
2018-12-03,01:00,,1004,94.1,1,28,7,13,0.87,2.9,0,4.6,1.2,143
2018-12-03,02:00,,1004,93.9,1,28,7,16,0.86,3.5,0,4.6,1.3,151
2018-12-03,03:00,,1004,93.9,1,26,9,18,0.81,4.2,0,4.7,1.5,144
2018-12-03,04:00,,1004,93.5,1,23,10,20,0.76,4.3,0,5.1,1.2,142
2018-12-03,05:00,,1004,93.3,1,23,10,17,0.70,4.1,0,5.2,1.2,149
