Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-03-13,33
30-03-13,69
29-03-13,67
28-03-13,55
27-03-13,38
26-03-13,35
25-03-13,33
24-03-13,28
23-03-13,28
22-03-13,30
21-03-13,39
20-03-13,29
19-03-13,61
18-03-13,40
17-03-13,40
16-03-13,55
15-03-13,45
14-03-13,47
13-03-13,33
12-03-13,30
11-03-13,38
10-03-13,34
09-03-13,40
08-03-13,40
07-03-13,83
06-03-13,62
05-03-13,52
04-03-13,45
03-03-13,29
02-03-13,47
01-03-13,34

