Datum Zeit,Leipzig-West PM10
,µg/m³
31-03-13,31
30-03-13,61
29-03-13,65
28-03-13,48
27-03-13,26
26-03-13,19
25-03-13,24
24-03-13,23
23-03-13,22
22-03-13,23
21-03-13,27
20-03-13,24
19-03-13,49
18-03-13,36
17-03-13,29
16-03-13,43
15-03-13,33
14-03-13,43
13-03-13,25
12-03-13,25
11-03-13,36
10-03-13,31
09-03-13,34
08-03-13,35
07-03-13,69
06-03-13,47
05-03-13,34
04-03-13,28
03-03-13,22
02-03-13,32
01-03-13,24

