Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-03-13,37.32
30-03-13,51.46
29-03-13,48.23
28-03-13,36.77
27-03-13,21.44
26-03-13,18.15
25-03-13,21.67
24-03-13,20.94
23-03-13,20.15
22-03-13,22.39
21-03-13,29.52
20-03-13,35.78
19-03-13,45.01
18-03-13,27.69
17-03-13,22.73
16-03-13,29.94
15-03-13,34.08
14-03-13,35.74
13-03-13,26.45
12-03-13,21.85
11-03-13,22.10
10-03-13,27.63
09-03-13,23.37
08-03-13,23.93
07-03-13,48.17
06-03-13,29.54
05-03-13,19.82
04-03-13,17.04
03-03-13,19.96
02-03-13,28.51
01-03-13,16.80

