Datum Zeit,Freiberg PM10
,µg/m³
31-03-13,
30-03-13,
29-03-13,
28-03-13,
27-03-13,
26-03-13,
25-03-13,
24-03-13,29
23-03-13,31
22-03-13,23
21-03-13,22
20-03-13,38
19-03-13,46
18-03-13,34
17-03-13,29
16-03-13,32
15-03-13,39
14-03-13,33
13-03-13,30
12-03-13,29
11-03-13,29
10-03-13,20
09-03-13,28
08-03-13,35
07-03-13,56
06-03-13,41
05-03-13,32
04-03-13,29
03-03-13,27
02-03-13,37
01-03-13,21

