Datum Zeit,Bautzen PM10
,µg/m³
31-03-13,29
30-03-13,45
29-03-13,42
28-03-13,51
27-03-13,32
26-03-13,30
25-03-13,34
24-03-13,37
23-03-13,34
22-03-13,26
21-03-13,32
20-03-13,33
19-03-13,38
18-03-13,37
17-03-13,26
16-03-13,37
15-03-13,39
14-03-13,40
13-03-13,35
12-03-13,30
11-03-13,26
10-03-13,34
09-03-13,31
08-03-13,24
07-03-13,66
06-03-13,31
05-03-13,22
04-03-13,24
03-03-13,24
02-03-13,31
01-03-13,18

