Datum Zeit,Glauchau PM10
,µg/m³
31-03-13,39
30-03-13,63
29-03-13,55
28-03-13,43
27-03-13,30
26-03-13,27
25-03-13,30
24-03-13,26
23-03-13,26
22-03-13,27
21-03-13,25
20-03-13,37
19-03-13,48
18-03-13,36
17-03-13,24
16-03-13,43
15-03-13,39
14-03-13,42
13-03-13,27
12-03-13,28
11-03-13,31
10-03-13,28
09-03-13,34
08-03-13,48
07-03-13,63
06-03-13,56
05-03-13,45
04-03-13,29
03-03-13,25
02-03-13,36
01-03-13,22

