Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-03-13,42
30-03-13,74
29-03-13,63
28-03-13,48
27-03-13,34
26-03-13,29
25-03-13,35
24-03-13,24
23-03-13,31
22-03-13,30
21-03-13,25
20-03-13,46
19-03-13,54
18-03-13,
17-03-13,24
16-03-13,33
15-03-13,38
14-03-13,43
13-03-13,32
12-03-13,33
11-03-13,37
10-03-13,28
09-03-13,46
08-03-13,56
07-03-13,67
06-03-13,54
05-03-13,40
04-03-13,30
03-03-13,29
02-03-13,41
01-03-13,24

