Datum Zeit,Dresden-Nord PM10
,µg/m³
31-03-13,46
30-03-13,63
29-03-13,57
28-03-13,52
27-03-13,34
26-03-13,25
25-03-13,31
24-03-13,28
23-03-13,28
22-03-13,26
21-03-13,37
20-03-13,41
19-03-13,54
18-03-13,37
17-03-13,30
16-03-13,43
15-03-13,50
14-03-13,43
13-03-13,33
12-03-13,25
11-03-13,26
10-03-13,36
09-03-13,30
08-03-13,28
07-03-13,71
06-03-13,51
05-03-13,35
04-03-13,36
03-03-13,34
02-03-13,50
01-03-13,29

