Datum Zeit,Dresden-Nord PM10
,µg/m³
30-11-03,19
29-11-03,18
28-11-03,40
27-11-03,51
26-11-03,47
25-11-03,43
24-11-03,34
23-11-03,26
22-11-03,36
21-11-03,48
20-11-03,41
19-11-03,12
18-11-03,19
17-11-03,22
16-11-03,47
15-11-03,62
14-11-03,63
13-11-03,47
12-11-03,33
11-11-03,30
10-11-03,36
09-11-03,28
08-11-03,21
07-11-03,42
06-11-03,45
05-11-03,38
04-11-03,30
03-11-03,23
02-11-03,22
01-11-03,27

