Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-11-03,12
29-11-03,10
28-11-03,13
27-11-03,21
26-11-03,
25-11-03,
24-11-03,26
23-11-03,20
22-11-03,27
21-11-03,25
20-11-03,16
19-11-03,6
18-11-03,7
17-11-03,12
16-11-03,40
15-11-03,48
14-11-03,52
13-11-03,34
12-11-03,23
11-11-03,21
10-11-03,28
09-11-03,24
08-11-03,18
07-11-03,27
06-11-03,27
05-11-03,20
04-11-03,15
03-11-03,10
02-11-03,8
01-11-03,12

