Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-11-03,13.43
29-11-03,13.28
28-11-03,25.07
27-11-03,32.42
26-11-03,29.11
25-11-03,25.89
24-11-03,22.47
23-11-03,18.68
22-11-03,26.68
21-11-03,30.58
20-11-03,21.15
19-11-03,7.54
18-11-03,10.93
17-11-03,15.88
16-11-03,35.94
15-11-03,46.78
14-11-03,46.71
13-11-03,33.26
12-11-03,23.61
11-11-03,21.04
10-11-03,28.42
09-11-03,23.33
08-11-03,15.81
07-11-03,31.74
06-11-03,30.24
05-11-03,19.19
04-11-03,15.75
03-11-03,
02-11-03,15.39
01-11-03,16.68

