Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-08-01,01:00,,,,8,,,
2017-08-01,02:00,,,,4,,,
2017-08-01,03:00,,,,3,,,
2017-08-01,04:00,,,,2,,,
2017-08-01,05:00,,,,2,,,
2017-08-01,06:00,,,,47,,,
2017-08-01,07:00,,,,55,,,
2017-08-01,08:00,,,,63,,,
2017-08-01,09:00,,,,59,,,
2017-08-01,10:00,,,,60,,,
2017-08-01,11:00,,,,64,,,
2017-08-01,12:00,,,,82,,,
2017-08-01,13:00,,,,96,,,
2017-08-01,14:00,,,,108,,,
2017-08-01,15:00,,,,114,,,
2017-08-01,16:00,,,,115,,,
2017-08-01,17:00,,,,116,,,
2017-08-01,18:00,,,,112,,,
2017-08-01,19:00,,,,101,,,
2017-08-01,20:00,,,,96,,,
2017-08-01,21:00,,,,89,,,
2017-08-01,22:00,,,,74,,,
2017-08-01,23:00,,,,63,,,
2017-08-02,00:00,,,,62,,,
2017-08-02,01:00,,,,47,,,
2017-08-02,02:00,,,,35,,,
2017-08-02,03:00,,,,33,,,
2017-08-02,04:00,,,,31,,,
2017-08-02,05:00,,,,23,,,
2017-08-02,06:00,,,,22,,,
2017-08-02,07:00,,,,25,,,
2017-08-02,08:00,,,,37,,,
2017-08-02,09:00,,,,54,,,
2017-08-02,10:00,,,,62,,,
2017-08-02,11:00,,,,70,,,
2017-08-02,12:00,,,,69,,,
2017-08-02,13:00,,,,82,,,
2017-08-02,14:00,,,,91,,,
2017-08-02,15:00,,,,92,,,
2017-08-02,16:00,,,,94,,,
2017-08-02,17:00,,,,93,,,
2017-08-02,18:00,,,,91,,,
2017-08-02,19:00,,,,87,,,
2017-08-02,20:00,,,,71,,,
2017-08-02,21:00,,,,38,,,
2017-08-02,22:00,,,,24,,,
2017-08-02,23:00,,,,25,,,
2017-08-03,00:00,,,,22,,,
2017-08-03,01:00,,,,17,,,
2017-08-03,02:00,,,,24,,,
2017-08-03,03:00,,,,14,,,
2017-08-03,04:00,,,,10,,,
2017-08-03,05:00,,,,9,,,
2017-08-03,06:00,,,,13,,,
2017-08-03,07:00,,,,39,,,
2017-08-03,08:00,,,,48,,,
2017-08-03,09:00,,,,47,,,
2017-08-03,10:00,,,,56,,,
2017-08-03,11:00,,,,57,,,
2017-08-03,12:00,,,,39,,,
2017-08-03,13:00,,,,48,,,
2017-08-03,14:00,,,,39,,,
2017-08-03,15:00,,,,39,,,
2017-08-03,16:00,,,,62,,,
2017-08-03,17:00,,,,75,,,
2017-08-03,18:00,,,,84,,,
2017-08-03,19:00,,,,82,,,
2017-08-03,20:00,,,,77,,,
2017-08-03,21:00,,,,62,,,
2017-08-03,22:00,,,,60,,,
2017-08-03,23:00,,,,54,,,
2017-08-04,00:00,,,,44,,,
2017-08-04,01:00,,,,39,,,
2017-08-04,02:00,,,,38,,,
2017-08-04,03:00,,,,35,,,
2017-08-04,04:00,,,,38,,,
2017-08-04,05:00,,,,38,,,
2017-08-04,06:00,,,,37,,,
2017-08-04,07:00,,,,39,,,
2017-08-04,08:00,,,,40,,,
2017-08-04,09:00,,,,53,,,
2017-08-04,10:00,,,,68,,,
2017-08-04,11:00,,,,69,,,
2017-08-04,12:00,,,,74,,,
2017-08-04,13:00,,,,72,,,
2017-08-04,14:00,,,,77,,,
2017-08-04,15:00,,,,83,,,
2017-08-04,16:00,,,,88,,,
2017-08-04,17:00,,,,99,,,
2017-08-04,18:00,,,,99,,,
2017-08-04,19:00,,,,96,,,
2017-08-04,20:00,,,,89,,,
2017-08-04,21:00,,,,76,,,
2017-08-04,22:00,,,,63,,,
2017-08-04,23:00,,,,56,,,
2017-08-05,00:00,,,,38,,,
2017-08-05,01:00,,,,54,,,
2017-08-05,02:00,,,,42,,,
2017-08-05,03:00,,,,37,,,
2017-08-05,04:00,,,,30,,,
2017-08-05,05:00,,,,26,,,
2017-08-05,06:00,,,,19,,,
2017-08-05,07:00,,,,35,,,
2017-08-05,08:00,,,,52,,,
2017-08-05,09:00,,,,70,,,
2017-08-05,10:00,,,,76,,,
2017-08-05,11:00,,,,82,,,
2017-08-05,12:00,,,,80,,,
2017-08-05,13:00,,,,82,,,
2017-08-05,14:00,,,,84,,,
2017-08-05,15:00,,,,85,,,
2017-08-05,16:00,,,,87,,,
2017-08-05,17:00,,,,83,,,
2017-08-05,18:00,,,,59,,,
2017-08-05,19:00,,,,43,,,
2017-08-05,20:00,,,,39,,,
2017-08-05,21:00,,,,24,,,
2017-08-05,22:00,,,,18,,,
2017-08-05,23:00,,,,50,,,
2017-08-06,00:00,,,,50,,,
2017-08-06,01:00,,,,52,,,
2017-08-06,02:00,,,,41,,,
2017-08-06,03:00,,,,23,,,
2017-08-06,04:00,,,,18,,,
2017-08-06,05:00,,,,24,,,
2017-08-06,06:00,,,,23,,,
2017-08-06,07:00,,,,30,,,
2017-08-06,08:00,,,,47,,,
2017-08-06,09:00,,,,56,,,
2017-08-06,10:00,,,,65,,,
2017-08-06,11:00,,,,72,,,
2017-08-06,12:00,,,,78,,,
2017-08-06,13:00,,,,79,,,
2017-08-06,14:00,,,,81,,,
2017-08-06,15:00,,,,82,,,
2017-08-06,16:00,,,,82,,,
2017-08-06,17:00,,,,84,,,
2017-08-06,18:00,,,,80,,,
2017-08-06,19:00,,,,83,,,
2017-08-06,20:00,,,,74,,,
2017-08-06,21:00,,,,41,,,
2017-08-06,22:00,,,,21,,,
2017-08-06,23:00,,,,18,,,
2017-08-07,00:00,,,,16,,,
2017-08-07,01:00,,,,14,,,
2017-08-07,02:00,,,,15,,,
2017-08-07,03:00,,,,15,,,
2017-08-07,04:00,,,,8,,,
2017-08-07,05:00,,,,8,,,
2017-08-07,06:00,,,,6,,,
2017-08-07,07:00,,,,8,,,
2017-08-07,08:00,,,,22,,,
2017-08-07,09:00,,,,67,,,
2017-08-07,10:00,,,,81,,,
2017-08-07,11:00,,,,88,,,
2017-08-07,12:00,,,,93,,,
2017-08-07,13:00,,,,96,,,
2017-08-07,14:00,,,,97,,,
2017-08-07,15:00,,,,99,,,
2017-08-07,16:00,,,,100,,,
2017-08-07,17:00,,,,103,,,
2017-08-07,18:00,,,,102,,,
