Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-09-08,24
29-09-08,45
28-09-08,23
27-09-08,41
26-09-08,37
25-09-08,27
24-09-08,24
23-09-08,16
22-09-08,13
21-09-08,19
20-09-08,19
19-09-08,19
18-09-08,20
17-09-08,18
16-09-08,18
15-09-08,24
14-09-08,14
13-09-08,15
12-09-08,31
11-09-08,21
10-09-08,19
09-09-08,13
08-09-08,9
07-09-08,5
06-09-08,14
05-09-08,15
04-09-08,10
03-09-08,15
02-09-08,17
01-09-08,21

