Datum Zeit,Zittau-Ost PM10
,µg/m³
30-09-08,24
29-09-08,41
28-09-08,23
27-09-08,29
26-09-08,31
25-09-08,25
24-09-08,26
23-09-08,18
22-09-08,11
21-09-08,9
20-09-08,8
19-09-08,16
18-09-08,17
17-09-08,21
16-09-08,15
15-09-08,17
14-09-08,18
13-09-08,13
12-09-08,29
11-09-08,24
10-09-08,19
09-09-08,11
08-09-08,9
07-09-08,6
06-09-08,19
05-09-08,16
04-09-08,7
03-09-08,16
02-09-08,15
01-09-08,15

