Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-09-08,22
29-09-08,40
28-09-08,25
27-09-08,33
26-09-08,35
25-09-08,29
24-09-08,28
23-09-08,20
22-09-08,15
21-09-08,14
20-09-08,15
19-09-08,22
18-09-08,22
17-09-08,18
16-09-08,17
15-09-08,20
14-09-08,15
13-09-08,16
12-09-08,
11-09-08,26
10-09-08,21
09-09-08,16
08-09-08,10
07-09-08,8
06-09-08,19
05-09-08,16
04-09-08,10
03-09-08,21
02-09-08,22
01-09-08,19

