Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-09-08,31
29-09-08,55
28-09-08,26
27-09-08,43
26-09-08,44
25-09-08,36
24-09-08,37
23-09-08,33
22-09-08,23
21-09-08,17
20-09-08,18
19-09-08,29
18-09-08,31
17-09-08,26
16-09-08,24
15-09-08,27
14-09-08,16
13-09-08,15
12-09-08,36
11-09-08,33
10-09-08,27
09-09-08,22
08-09-08,18
07-09-08,10
06-09-08,22
05-09-08,22
04-09-08,16
03-09-08,25
02-09-08,27
01-09-08,22

