Datum Zeit,Borna PM10
,µg/m³
30-09-08,26
29-09-08,50
28-09-08,28
27-09-08,40
26-09-08,42
25-09-08,34
24-09-08,20
23-09-08,13
22-09-08,12
21-09-08,19
20-09-08,10
19-09-08,19
18-09-08,22
17-09-08,21
16-09-08,13
15-09-08,17
14-09-08,10
13-09-08,11
12-09-08,29
11-09-08,22
10-09-08,23
09-09-08,16
08-09-08,18
07-09-08,6
06-09-08,15
05-09-08,14
04-09-08,11
03-09-08,16
02-09-08,18
01-09-08,24

