Datum Zeit,Freiberg O3
,µg/m³
01-05-06 00:00,65
30-04-06 23:00,79
30-04-06 22:00,79
30-04-06 21:00,81
30-04-06 20:00,88
30-04-06 19:00,94
30-04-06 18:00,95
30-04-06 17:00,99
30-04-06 16:00,94
30-04-06 15:00,91
30-04-06 14:00,90
30-04-06 13:00,91
30-04-06 12:00,92
30-04-06 11:00,86
30-04-06 10:00,80
30-04-06 09:00,69
30-04-06 08:00,67
30-04-06 07:00,67
30-04-06 06:00,64
30-04-06 05:00,59
30-04-06 04:00,60
30-04-06 03:00,58
30-04-06 02:00,66
30-04-06 01:00,67
30-04-06 00:00,73
29-04-06 23:00,73
29-04-06 22:00,71
29-04-06 21:00,51
29-04-06 20:00,65
29-04-06 19:00,73
29-04-06 18:00,75
29-04-06 17:00,63
29-04-06 16:00,40
29-04-06 15:00,36
29-04-06 14:00,56
29-04-06 13:00,63
29-04-06 12:00,59
29-04-06 11:00,56
29-04-06 10:00,62
29-04-06 09:00,71
29-04-06 08:00,74
29-04-06 07:00,76
29-04-06 06:00,61
29-04-06 05:00,67
29-04-06 04:00,78
29-04-06 03:00,54
29-04-06 02:00,50
29-04-06 01:00,64
29-04-06 00:00,55
28-04-06 23:00,62
28-04-06 22:00,61
28-04-06 21:00,53
28-04-06 20:00,65
28-04-06 19:00,74
28-04-06 18:00,75
28-04-06 17:00,74
28-04-06 16:00,69
28-04-06 15:00,76
28-04-06 14:00,71
28-04-06 13:00,73
28-04-06 12:00,67
28-04-06 11:00,64
28-04-06 10:00,65
28-04-06 09:00,61
28-04-06 08:00,60
28-04-06 07:00,59
28-04-06 06:00,52
28-04-06 05:00,37
28-04-06 04:00,41
28-04-06 03:00,58
28-04-06 02:00,59
28-04-06 01:00,58
28-04-06 00:00,61
27-04-06 23:00,68
27-04-06 22:00,71
27-04-06 21:00,72
27-04-06 20:00,68
27-04-06 19:00,66
27-04-06 18:00,78
27-04-06 17:00,92
27-04-06 16:00,77
27-04-06 15:00,67
27-04-06 14:00,62
27-04-06 13:00,64
27-04-06 12:00,64
27-04-06 11:00,65
27-04-06 10:00,65
27-04-06 09:00,60
27-04-06 08:00,48
27-04-06 07:00,48
27-04-06 06:00,54
27-04-06 05:00,55
27-04-06 04:00,68
27-04-06 03:00,69
27-04-06 02:00,61
27-04-06 01:00,25
27-04-06 00:00,34
26-04-06 23:00,31
26-04-06 22:00,41
26-04-06 21:00,60
26-04-06 20:00,62
26-04-06 19:00,76
26-04-06 18:00,67
26-04-06 17:00,70
26-04-06 16:00,83
26-04-06 15:00,90
26-04-06 14:00,100
26-04-06 13:00,90
26-04-06 12:00,79
26-04-06 11:00,97
26-04-06 10:00,90
26-04-06 09:00,73
26-04-06 08:00,34
26-04-06 07:00,18
26-04-06 06:00,28
26-04-06 05:00,47
26-04-06 04:00,61
26-04-06 03:00,60
26-04-06 02:00,64
26-04-06 01:00,61
26-04-06 00:00,58
25-04-06 23:00,60
25-04-06 22:00,43
25-04-06 21:00,63
25-04-06 20:00,68
25-04-06 19:00,99
25-04-06 18:00,108
25-04-06 17:00,117
25-04-06 16:00,114
25-04-06 15:00,113
25-04-06 14:00,107
25-04-06 13:00,106
25-04-06 12:00,101
25-04-06 11:00,98
25-04-06 10:00,89
25-04-06 09:00,76
25-04-06 08:00,43
25-04-06 07:00,16
25-04-06 06:00,10
25-04-06 05:00,21
25-04-06 04:00,32
25-04-06 03:00,32
25-04-06 02:00,41
25-04-06 01:00,42
25-04-06 00:00,46
24-04-06 23:00,47
24-04-06 22:00,54
24-04-06 21:00,54
24-04-06 20:00,59
24-04-06 19:00,74
24-04-06 18:00,82
24-04-06 17:00,78
