Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-04-06,19
29-04-06,14
28-04-06,17
27-04-06,39
26-04-06,28
25-04-06,28
24-04-06,32
23-04-06,24
22-04-06,34
21-04-06,36
20-04-06,35
19-04-06,28
18-04-06,25
17-04-06,41
16-04-06,17
15-04-06,25
14-04-06,15
13-04-06,25
12-04-06,30
11-04-06,22
10-04-06,28
09-04-06,21
08-04-06,36
07-04-06,30
06-04-06,28
05-04-06,23
04-04-06,17
03-04-06,8
02-04-06,5
01-04-06,16

