Datum Zeit,Plauen-Sued PM10
,µg/m³
30-04-06,33
29-04-06,17
28-04-06,
27-04-06,
26-04-06,51
25-04-06,44
24-04-06,51
23-04-06,27
22-04-06,25
21-04-06,36
20-04-06,40
19-04-06,35
18-04-06,28
17-04-06,24
16-04-06,13
15-04-06,23
14-04-06,17
13-04-06,28
12-04-06,31
11-04-06,29
10-04-06,33
09-04-06,23
08-04-06,38
07-04-06,37
06-04-06,29
05-04-06,35
04-04-06,23
03-04-06,18
02-04-06,7
01-04-06,14

