Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-01-11,99
30-01-11,79
29-01-11,82
28-01-11,41
27-01-11,17
26-01-11,18
25-01-11,11
24-01-11,17
23-01-11,23
22-01-11,22
21-01-11,32
20-01-11,21
19-01-11,20
18-01-11,43
17-01-11,39
16-01-11,19
15-01-11,12
14-01-11,7
13-01-11,6
12-01-11,11
11-01-11,22
10-01-11,32
09-01-11,11
08-01-11,9
07-01-11,14
06-01-11,12
05-01-11,28
04-01-11,21
03-01-11,15
02-01-11,12
01-01-11,31

