Datum Zeit,Goerlitz PM10
,µg/m³
31-01-11,117
30-01-11,92
29-01-11,102
28-01-11,54
27-01-11,12
26-01-11,13
25-01-11,18
24-01-11,25
23-01-11,19
22-01-11,21
21-01-11,13
20-01-11,14
19-01-11,19
18-01-11,29
17-01-11,32
16-01-11,20
15-01-11,12
14-01-11,10
13-01-11,13
12-01-11,15
11-01-11,42
10-01-11,38
09-01-11,17
08-01-11,27
07-01-11,35
06-01-11,37
05-01-11,32
04-01-11,24
03-01-11,18
02-01-11,11
01-01-11,14

