Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-01-11,71.30
30-01-11,46.93
29-01-11,43.42
28-01-11,34.61
27-01-11,12.22
26-01-11,11.94
25-01-11,9.59
24-01-11,18.42
23-01-11,15.73
22-01-11,16.75
21-01-11,11.84
20-01-11,13.86
19-01-11,12.36
18-01-11,26.45
17-01-11,25.56
16-01-11,12.02
15-01-11,7.03
14-01-11,7.33
13-01-11,11.18
12-01-11,10.82
11-01-11,25.25
10-01-11,26.06
09-01-11,11.30
08-01-11,23.88
07-01-11,30.32
06-01-11,29.75
05-01-11,34.34
04-01-11,33.18
03-01-11,14.70
02-01-11,7.64
01-01-11,16.82

