Datum Zeit,Zittau-Ost PM10
,µg/m³
31-01-11,93
30-01-11,72
29-01-11,102
28-01-11,96
27-01-11,13
26-01-11,25
25-01-11,21
24-01-11,23
23-01-11,22
22-01-11,24
21-01-11,12
20-01-11,15
19-01-11,19
18-01-11,25
17-01-11,29
16-01-11,25
15-01-11,15
14-01-11,10
13-01-11,7
12-01-11,12
11-01-11,38
10-01-11,37
09-01-11,19
08-01-11,28
07-01-11,
06-01-11,38
05-01-11,30
04-01-11,31
03-01-11,31
02-01-11,15
01-01-11,37

