Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-01-11,72.88
30-01-11,52.53
29-01-11,41.07
28-01-11,34.54
27-01-11,8.76
26-01-11,11.94
25-01-11,8.94
24-01-11,13.33
23-01-11,17.11
22-01-11,16.54
21-01-11,12.21
20-01-11,13.14
19-01-11,13.94
18-01-11,24.15
17-01-11,25.52
16-01-11,13.65
15-01-11,7.87
14-01-11,6.76
13-01-11,10.75
12-01-11,11.45
11-01-11,25.68
10-01-11,25.15
09-01-11,11.65
08-01-11,21.66
07-01-11,21.13
06-01-11,29.23
05-01-11,31.68
04-01-11,29.46
03-01-11,13.34
02-01-11,7.56
01-01-11,19.23

