Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-01-11,66.25
30-01-11,46.40
29-01-11,42.42
28-01-11,32.92
27-01-11,8.65
26-01-11,10.12
25-01-11,7.50
24-01-11,13.91
23-01-11,17.83
22-01-11,16.24
21-01-11,10.99
20-01-11,13.07
19-01-11,13.24
18-01-11,22.96
17-01-11,21.92
16-01-11,11.15
15-01-11,5.75
14-01-11,4.11
13-01-11,7.57
12-01-11,7.96
11-01-11,27.14
10-01-11,22.53
09-01-11,10.37
08-01-11,25.36
07-01-11,20.85
06-01-11,32.20
05-01-11,32.34
04-01-11,31.60
03-01-11,11.48
02-01-11,6.89
01-01-11,16.90

