Datum Zeit,Klingenthal PM10
,µg/m³
31-01-11,65
30-01-11,64
29-01-11,40
28-01-11,27
27-01-11,11
26-01-11,11
25-01-11,7
24-01-11,9
23-01-11,18
22-01-11,24
21-01-11,8
20-01-11,9
19-01-11,10
18-01-11,28
17-01-11,17
16-01-11,19
15-01-11,11
14-01-11,7
13-01-11,
12-01-11,
11-01-11,14
10-01-11,31
09-01-11,28
08-01-11,20
07-01-11,22
06-01-11,26
05-01-11,
04-01-11,20
03-01-11,14
02-01-11,9
01-01-11,22

