Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-01-11,76.50
30-01-11,70.19
29-01-11,40.20
28-01-11,32.80
27-01-11,13.00
26-01-11,13.93
25-01-11,10.94
24-01-11,10.88
23-01-11,15.75
22-01-11,20.83
21-01-11,13.65
20-01-11,11.91
19-01-11,11.65
18-01-11,23.42
17-01-11,21.90
16-01-11,10.54
15-01-11,7.11
14-01-11,6.01
13-01-11,8.09
12-01-11,10.20
11-01-11,24.36
10-01-11,27.44
09-01-11,11.10
08-01-11,10.59
07-01-11,21.08
06-01-11,13.86
05-01-11,25.87
04-01-11,22.61
03-01-11,13.47
02-01-11,6.72
01-01-11,28.65

