Datum Zeit,Bautzen PM10
,µg/m³
31-01-11,76
30-01-11,52
29-01-11,43
28-01-11,45
27-01-11,12
26-01-11,10
25-01-11,10
24-01-11,13
23-01-11,18
22-01-11,18
21-01-11,12
20-01-11,13
19-01-11,14
18-01-11,27
17-01-11,23
16-01-11,13
15-01-11,10
14-01-11,6
13-01-11,8
12-01-11,13
11-01-11,25
10-01-11,30
09-01-11,17
08-01-11,23
07-01-11,23
06-01-11,31
05-01-11,31
04-01-11,24
03-01-11,18
02-01-11,
01-01-11,20

