Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2018-11-01,01:00,,1016,87.5,31,28,,,26,,,,0,3.8,0.0,204
2018-11-01,02:00,,1016,88.7,18,24,,,25,,,,0,3.5,0.1,196
2018-11-01,03:00,,1016,88.9,17,23,,,20,,,,0,3.3,0.1,316
2018-11-01,04:00,,1015,89.4,13,21,,,12,,,,0,3.1,0.1,282
2018-11-01,05:00,,1015,88.8,33,20,,,12,,,,0,2.9,0.0,354
2018-11-01,06:00,,1015,89.3,49,21,,,19,,,,0,2.7,0.0,188
2018-11-01,07:00,,1014,89.0,95,25,,,25,,,,0,2.6,0.0,224
2018-11-01,08:00,,1014,88.2,143,33,,,28,,,,21,2.9,0.1,347
2018-11-01,09:00,,1013,80.6,174,37,,,30,,,,121,5.4,0.1,330
2018-11-01,10:00,,1013,71.8,84,29,,,36,,,,230,8.6,0.1,292
2018-11-01,11:00,,1013,66.3,57,33,,,23,,,,205,11.1,0.0,209
2018-11-01,12:00,,1012,70.4,74,38,,,27,,,,122,11.0,0.1,225
2018-11-01,13:00,,1012,70.4,75,42,,,29,,,,58,11.4,0.1,216
2018-11-01,14:00,,1011,70.7,81,42,,,27,,,,77,11.7,0.1,55
2018-11-01,15:00,,1010,74.8,99,43,,,27,,,,54,11.7,0.1,9
2018-11-01,16:00,,1010,76.4,144,46,,,43,,,,44,11.6,0.0,197
2018-11-01,17:00,,1010,78.5,208,51,,,50,,,,14,11.1,0.0,199
2018-11-01,18:00,,1011,83.7,209,45,,,61,,,,0,9.7,0.0,185
2018-11-01,19:00,,1011,87.1,227,43,,,57,,,,0,8.6,0.1,322
2018-11-01,20:00,,1012,87.8,170,40,,,49,,,,0,7.6,0.1,182
2018-11-01,21:00,,1013,78.4,44,37,,,42,,,,0,8.8,0.9,187
2018-11-01,22:00,,1014,68.8,4,19,,,25,,,,0,10.7,1.5,204
2018-11-01,23:00,,1014,71.0,2,19,,,17,,,,0,9.9,1.6,203
2018-11-02,00:00,,1015,70.4,1,18,,,14,,,,0,9.7,1.4,192
2018-11-02,01:00,,1016,70.4,1,19,,,12,,,,0,9.6,1.6,185
2018-11-02,02:00,,1016,73.1,4,18,,,14,,,,0,8.9,0.3,184
2018-11-02,03:00,,1016,81.9,4,20,,,10,,,,0,6.7,0.0,58
2018-11-02,04:00,,1016,84.4,7,29,,,6,,,,0,6.1,0.1,349
2018-11-02,05:00,,1017,80.9,7,26,,,8,,,,0,7.5,0.1,201
2018-11-02,06:00,,1018,78.2,12,30,,,6,,,,0,8.5,1.0,186
2018-11-02,07:00,,1018,77.1,24,37,,,7,,,,0,8.8,1.0,183
2018-11-02,08:00,,1019,78.5,43,52,,,9,,,,23,8.4,0.8,188
2018-11-02,09:00,,1021,75.2,21,34,,,14,,,,60,9.5,1.2,195
2018-11-02,10:00,,1021,69.6,17,27,,,15,,,,167,11.1,1.2,205
2018-11-02,11:00,,1022,66.6,15,23,,,13,,,,208,12.1,1.5,198
2018-11-02,12:00,,1022,61.7,12,19,,,8,,,,317,13.5,1.3,202
2018-11-02,13:00,,1022,58.4,12,17,,,12,,,,262,14.3,1.1,220
2018-11-02,14:00,,1022,58.6,11,19,,,6,,,,223,14.2,0.9,241
2018-11-02,15:00,,1022,58.9,17,25,,,8,,,,136,14.4,0.3,263
2018-11-02,16:00,,1022,62.6,38,44,,,15,,,,50,13.6,0.1,280
2018-11-02,17:00,,1023,69.3,23,46,,,12,,,,10,12.2,0.0,55
2018-11-02,18:00,,1023,71.9,5,38,,,11,,,,0,11.3,0.1,111
2018-11-02,19:00,,1024,79.3,76,51,,,32,,,,0,10.0,0.0,308
2018-11-02,20:00,,1025,81.6,90,48,,,43,,,,0,9.6,0.0,88
2018-11-02,21:00,,1025,82.2,100,44,,,46,,,,0,9.6,0.0,327
2018-11-02,22:00,,1026,83.0,97,41,,,44,,,,0,9.4,0.0,180
2018-11-02,23:00,,1026,83.3,96,36,,,44,,,,0,9.4,0.0,43
2018-11-03,00:00,,1026,84.5,55,30,,,42,,,,0,9.2,0.0,235
2018-11-03,01:00,,1026,85.4,57,28,,,31,,,,0,9.0,0.0,327
2018-11-03,02:00,,1027,85.8,48,28,,,31,,,,0,8.8,0.0,140
2018-11-03,03:00,,1027,84.1,21,31,,,28,,,,0,8.7,0.0,338
2018-11-03,04:00,,1027,83.2,4,34,,,22,,,,0,8.4,0.1,356
2018-11-03,05:00,,1027,83.1,3,32,,,17,,,,0,8.3,0.0,345
2018-11-03,06:00,,1027,83.4,6,31,,,19,,,,0,8.2,0.0,324
2018-11-03,07:00,,1028,83.0,5,30,,,23,,,,0,8.2,0.0,30
2018-11-03,08:00,,1028,84.3,8,29,,,25,,,,14,7.9,0.0,304
2018-11-03,09:00,,1028,83.8,11,25,,,28,,,,34,8.0,0.2,5
2018-11-03,10:00,,1028,82.3,14,26,,,32,,,,87,8.4,0.2,347
2018-11-03,11:00,,1028,78.5,10,19,,,28,,,,188,9.5,0.4,5
2018-11-03,12:00,,1028,77.5,10,18,,,26,,,,184,10.0,0.7,2
2018-11-03,13:00,,1028,77.5,7,17,,,30,,,,123,10.3,0.7,11
2018-11-03,14:00,,1028,77.3,5,15,,,28,,,,106,10.4,1.0,12
2018-11-03,15:00,,1028,76.9,4,14,,,29,,,,78,10.4,0.9,14
2018-11-03,16:00,,1027,79.0,3,16,,,27,,,,38,10.0,1.3,13
2018-11-03,17:00,,1027,79.5,2,16,,,23,,,,5,9.9,0.6,27
2018-11-03,18:00,,1027,80.4,3,16,,,21,,,,0,9.8,0.3,57
2018-11-03,19:00,,1027,82.4,3,16,,,16,,,,0,9.6,0.3,64
2018-11-03,20:00,,1027,82.3,2,16,,,22,,,,0,9.9,0.1,63
2018-11-03,21:00,,1026,83.8,2,22,,,28,,,,0,9.8,0.1,52
2018-11-03,22:00,,1026,84.7,4,24,,,35,,,,0,9.9,0.0,43
2018-11-03,23:00,,1025,87.7,3,20,,,35,,,,0,9.5,0.2,64
2018-11-04,00:00,,1025,86.6,4,21,,,28,,,,0,9.9,0.0,40
2018-11-04,01:00,,1024,88.6,5,19,,,29,,,,0,9.0,0.0,32
2018-11-04,02:00,,1023,89.3,7,18,,,30,,,,0,7.8,0.0,184
2018-11-04,03:00,,1023,89.8,8,18,,,28,,,,0,7.7,0.0,219
2018-11-04,04:00,,1022,90.0,9,17,,,25,,,,0,7.8,0.0,225
2018-11-04,05:00,,1022,89.4,2,16,,,25,,,,0,8.2,0.0,219
2018-11-04,06:00,,1021,88.7,6,20,,,22,,,,0,8.5,0.0,231
2018-11-04,07:00,,1021,88.6,11,18,,,25,,,,0,8.7,0.0,228
2018-11-04,08:00,,1021,87.8,20,18,,,28,,,,7,9.1,0.0,336
2018-11-04,09:00,,1021,86.5,13,16,,,27,,,,39,9.6,0.0,247
2018-11-04,10:00,,1020,85.9,14,16,,,26,,,,47,10.0,0.0,209
2018-11-04,11:00,,1020,81.9,19,17,,,32,,,,107,11.4,0.0,255
2018-11-04,12:00,,1019,78.0,11,14,,,29,,,,167,12.9,0.1,302
2018-11-04,13:00,,1019,78.6,8,13,,,21,,,,185,13.1,0.3,321
2018-11-04,14:00,,1018,78.4,8,12,,,21,,,,200,13.3,0.7,350
2018-11-04,15:00,,1017,78.3,5,12,,,15,,,,113,13.1,1.1,4
2018-11-04,16:00,,1017,80.7,6,16,,,18,,,,64,12.9,0.4,353
2018-11-04,17:00,,1016,84.0,15,21,,,21,,,,9,12.4,0.1,328
2018-11-04,18:00,,1016,85.2,38,28,,,21,,,,0,11.7,0.0,180
2018-11-04,19:00,,1016,87.9,50,25,,,30,,,,0,10.5,0.0,174
2018-11-04,20:00,,1016,89.1,46,23,,,39,,,,0,10.2,0.0,185
2018-11-04,21:00,,1016,89.6,34,19,,,44,,,,0,9.5,0.0,60
2018-11-04,22:00,,1016,90.4,31,15,,,32,,,,0,8.3,0.1,277
2018-11-04,23:00,,1016,91.9,28,15,,,34,,,,0,8.2,0.0,109
2018-11-05,00:00,,1015,93.8,11,19,,,23,,,,0,8.0,0.0,121
2018-11-05,01:00,,1015,93.4,16,18,,,23,,,,0,8.1,0.0,137
2018-11-05,02:00,,1014,93.5,5,19,,,17,,,,0,8.0,0.0,139
2018-11-05,03:00,,1014,92.9,6,20,,,15,,,,0,8.3,0.0,219
2018-11-05,04:00,,1014,93.9,5,19,,,17,,,,0,7.7,0.1,148
2018-11-05,05:00,,1014,94.6,17,18,,,10,,,,0,6.9,0.0,121
2018-11-05,06:00,,1013,94.2,19,18,,,11,,,,0,6.9,0.0,178
2018-11-05,07:00,,1013,93.5,35,18,,,11,,,,0,6.2,0.0,185
2018-11-05,08:00,,1013,93.5,49,19,,,15,,,,17,5.6,0.0,206
2018-11-05,09:00,,1013,93.1,64,19,,,16,,,,54,5.7,0.0,354
2018-11-05,10:00,,1013,90.0,75,19,,,23,,,,91,7.0,0.0,303
2018-11-05,11:00,,1013,87.0,74,22,,,20,,,,154,8.2,0.0,28
2018-11-05,12:00,,1012,82.5,63,22,,,25,,,,239,10.5,0.0,35
2018-11-05,13:00,,1012,75.6,80,28,,,23,,,,227,13.2,0.0,225
2018-11-05,14:00,,1011,69.2,50,29,,,30,,,,162,14.9,0.7,139
2018-11-05,15:00,,1011,63.2,8,22,,,29,,,,112,15.8,1.8,129
2018-11-05,16:00,,1011,67.5,14,33,,,30,,,,50,14.8,0.9,127
2018-11-05,17:00,,1011,68.9,15,38,,,39,,,,11,14.4,0.2,157
2018-11-05,18:00,,1010,70.2,17,38,,,40,,,,0,13.9,0.4,158
2018-11-05,19:00,,1010,70.3,7,29,,,38,,,,0,13.9,0.4,162
2018-11-05,20:00,,1010,71.1,4,27,,,38,,,,0,13.7,1.4,171
2018-11-05,21:00,,1010,71.5,3,24,,,40,,,,0,13.5,0.5,163
2018-11-05,22:00,,1010,73.5,2,21,,,37,,,,0,12.9,0.4,162
2018-11-05,23:00,,1010,74.2,7,18,,,32,,,,0,12.6,1.0,166
2018-11-06,00:00,,1010,72.1,1,11,,,23,,,,0,13.0,0.2,167
2018-11-06,01:00,,1010,73.7,1,10,,,24,,,,0,12.5,0.6,170
2018-11-06,02:00,,1010,71.9,1,10,,,21,,,,0,12.8,1.1,168
2018-11-06,03:00,,1010,78.4,2,12,,,19,,,,0,11.1,0.1,189
2018-11-06,04:00,,1010,85.3,5,18,,,20,,,,0,9.0,0.0,207
2018-11-06,05:00,,1010,87.9,17,24,,,18,,,,0,7.6,0.0,212
2018-11-06,06:00,,1010,89.0,51,23,,,20,,,,0,6.7,0.0,173
