Datum Zeit,Klingenthal PM10
,µg/m³
30-06-12,26
29-06-12,16
28-06-12,11
27-06-12,10
26-06-12,11
25-06-12,6
24-06-12,12
23-06-12,10
22-06-12,9
21-06-12,10
20-06-12,12
19-06-12,12
18-06-12,14
17-06-12,4
16-06-12,12
15-06-12,11
14-06-12,9
13-06-12,11
12-06-12,8
11-06-12,13
10-06-12,12
09-06-12,10
08-06-12,8
07-06-12,9
06-06-12,7
05-06-12,5
04-06-12,3
03-06-12,7
02-06-12,8
01-06-12,4

