Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-06-12,22
29-06-12,20
28-06-12,11
27-06-12,10
26-06-12,7
25-06-12,6
24-06-12,13
23-06-12,15
22-06-12,12
21-06-12,14
20-06-12,21
19-06-12,12
18-06-12,16
17-06-12,10
16-06-12,11
15-06-12,13
14-06-12,11
13-06-12,18
12-06-12,9
11-06-12,16
10-06-12,12
09-06-12,13
08-06-12,9
07-06-12,12
06-06-12,13
05-06-12,11
04-06-12,8
03-06-12,15
02-06-12,10
01-06-12,9

