Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-06-12,21.36
29-06-12,14.18
28-06-12,9.92
27-06-12,10.89
26-06-12,7.53
25-06-12,7.70
24-06-12,8.66
23-06-12,9.32
22-06-12,11.07
21-06-12,11.43
20-06-12,18.88
19-06-12,10.11
18-06-12,16.88
17-06-12,5.51
16-06-12,9.15
15-06-12,13.14
14-06-12,9.74
13-06-12,17.50
12-06-12,8.28
11-06-12,13.33
10-06-12,9.78
09-06-12,7.49
08-06-12,8.66
07-06-12,8.21
06-06-12,11.09
05-06-12,6.70
04-06-12,8.10
03-06-12,11.70
02-06-12,9.11
01-06-12,7.57

