Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-06-12,31
29-06-12,29
28-06-12,21
27-06-12,20
26-06-12,18
25-06-12,13
24-06-12,18
23-06-12,23
22-06-12,21
21-06-12,26
20-06-12,34
19-06-12,18
18-06-12,24
17-06-12,15
16-06-12,17
15-06-12,20
14-06-12,23
13-06-12,29
12-06-12,21
11-06-12,25
10-06-12,18
09-06-12,15
08-06-12,21
07-06-12,22
06-06-12,19
05-06-12,17
04-06-12,17
03-06-12,19
02-06-12,18
01-06-12,15

