Datum Zeit,Niesky PM10
,µg/m³
30-06-12,21
29-06-12,17
28-06-12,13
27-06-12,14
26-06-12,10
25-06-12,7
24-06-12,15
23-06-12,12
22-06-12,16
21-06-12,13
20-06-12,18
19-06-12,11
18-06-12,16
17-06-12,7
16-06-12,12
15-06-12,12
14-06-12,11
13-06-12,13
12-06-12,9
11-06-12,13
10-06-12,12
09-06-12,10
08-06-12,11
07-06-12,11
06-06-12,13
05-06-12,9
04-06-12,8
03-06-12,13
02-06-12,9
01-06-12,11

