Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-06-12,30
29-06-12,21
28-06-12,18
27-06-12,15
26-06-12,12
25-06-12,9
24-06-12,13
23-06-12,16
22-06-12,14
21-06-12,19
20-06-12,29
19-06-12,22
18-06-12,20
17-06-12,7
16-06-12,13
15-06-12,14
14-06-12,20
13-06-12,25
12-06-12,11
11-06-12,19
10-06-12,14
09-06-12,12
08-06-12,12
07-06-12,15
06-06-12,17
05-06-12,12
04-06-12,14
03-06-12,13
02-06-12,15
01-06-12,16

