Datum Zeit,Radebeul-Wahnsdorf O3
,µg/m³
01-08-03 00:00,49
31-07-03 23:00,50
31-07-03 22:00,45
31-07-03 21:00,56
31-07-03 20:00,59
31-07-03 19:00,78
31-07-03 18:00,88
31-07-03 17:00,86
31-07-03 16:00,82
31-07-03 15:00,94
31-07-03 14:00,89
31-07-03 13:00,86
31-07-03 12:00,92
31-07-03 11:00,94
31-07-03 10:00,88
31-07-03 09:00,79
31-07-03 08:00,49
31-07-03 07:00,48
31-07-03 06:00,44
31-07-03 05:00,44
31-07-03 04:00,48
31-07-03 03:00,73
31-07-03 02:00,73
31-07-03 01:00,63
31-07-03 00:00,86
30-07-03 23:00,83
30-07-03 22:00,86
30-07-03 21:00,87
30-07-03 20:00,92
30-07-03 19:00,117
30-07-03 18:00,133
30-07-03 17:00,138
30-07-03 16:00,134
30-07-03 15:00,130
30-07-03 14:00,130
30-07-03 13:00,119
30-07-03 12:00,112
30-07-03 11:00,101
30-07-03 10:00,77
30-07-03 09:00,66
30-07-03 08:00,52
30-07-03 07:00,46
30-07-03 06:00,25
30-07-03 05:00,26
30-07-03 04:00,26
30-07-03 03:00,49
30-07-03 02:00,38
30-07-03 01:00,48
30-07-03 00:00,55
29-07-03 23:00,61
29-07-03 22:00,69
29-07-03 21:00,81
29-07-03 20:00,80
29-07-03 19:00,90
29-07-03 18:00,87
29-07-03 17:00,84
29-07-03 16:00,96
29-07-03 15:00,108
29-07-03 14:00,107
29-07-03 13:00,98
29-07-03 12:00,82
29-07-03 11:00,64
29-07-03 10:00,57
29-07-03 09:00,49
29-07-03 08:00,44
29-07-03 07:00,28
29-07-03 06:00,34
29-07-03 05:00,34
29-07-03 04:00,44
29-07-03 03:00,64
29-07-03 02:00,68
29-07-03 01:00,69
29-07-03 00:00,63
28-07-03 23:00,88
28-07-03 22:00,96
28-07-03 21:00,95
28-07-03 20:00,84
28-07-03 19:00,94
28-07-03 18:00,105
28-07-03 17:00,103
28-07-03 16:00,97
28-07-03 15:00,93
28-07-03 14:00,85
28-07-03 13:00,84
28-07-03 12:00,77
28-07-03 11:00,78
