Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-07-03,11.82
30-07-03,
29-07-03,9.76
28-07-03,
27-07-03,11.28
26-07-03,
25-07-03,8.08
24-07-03,
23-07-03,15.67
22-07-03,
21-07-03,16.35
20-07-03,
19-07-03,10.58
18-07-03,
17-07-03,10.04
16-07-03,
15-07-03,9.53
14-07-03,
13-07-03,3.60
12-07-03,
11-07-03,6.86
10-07-03,
09-07-03,15.69
08-07-03,
07-07-03,9.89
06-07-03,
05-07-03,3.51
04-07-03,
03-07-03,4.04
02-07-03,
01-07-03,11.68

