Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,1000,94.1,2,10,57,,,4.0,0,,8.7,151
2019-02-01,02:00,,999,93.9,2,9,59,,,3.8,0,,9.3,156
2019-02-01,03:00,,999,93.4,2,8,60,,,3.5,0,,9.9,158
2019-02-01,04:00,,999,93.2,2,7,61,,,3.1,0,,10.0,154
2019-02-01,05:00,,999,93.4,2,9,57,,,5.3,0,,10.3,157
2019-02-01,06:00,,998,93.1,2,10,55,,,5.8,0,,11.2,157
2019-02-01,07:00,,998,93.0,2,7,56,,,2.7,0,,11.7,158
2019-02-01,08:00,,998,93.4,2,8,54,,,2.3,0,,11.6,158
2019-02-01,09:00,,998,93.9,2,8,51,,,3.0,18,,11.8,156
2019-02-01,10:00,,998,93.8,3,8,51,,,3.7,62,,12.5,159
2019-02-01,11:00,,998,94.0,4,8,50,,,4.1,93,,12.4,161
2019-02-01,12:00,,998,94.1,4,9,49,,,4.4,114,,11.0,161
2019-02-01,13:00,,997,94.2,4,10,49,,,4.7,112,,10.9,162
2019-02-01,14:00,,997,94.8,4,12,46,,,4.8,77,,10.4,165
2019-02-01,15:00,,998,95.3,4,14,45,,,5.2,65,,7.9,166
2019-02-01,16:00,,998,96.0,4,15,44,,,4.3,40,,5.4,165
2019-02-01,17:00,,997,95.4,3,15,46,,,7.9,11,,8.5,156
2019-02-01,18:00,,996,95.0,2,15,46,,,7.2,0,,10.8,155
2019-02-01,19:00,,995,95.2,2,14,48,,,6.0,0,,11.8,156
2019-02-01,20:00,,994,95.9,2,13,51,,,5.2,0,,11.6,34
2019-02-01,21:00,,994,97.0,2,11,54,,,4.8,0,,7.8,163
2019-02-01,22:00,,993,96.9,2,11,53,,,5.1,0,,9.8,162
2019-02-01,23:00,,993,97.9,2,10,52,,,5.0,0,,9.4,162
2019-02-02,00:00,,993,98.3,2,9,51,,,5.4,0,,7.7,157
2019-02-02,01:00,,993,99.0,2,11,47,,,5.9,0,,6.5,151
2019-02-02,02:00,,992,99.0,2,11,46,,,6.3,0,,7.4,157
2019-02-02,03:00,,992,98.8,2,10,47,,,6.3,0,,8.6,163
