Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,999,93.1,,,55,18,,,0,,4.8,169
2019-02-01,02:00,,998,92.2,,,55,18,,,0,,4.0,163
2019-02-01,03:00,,998,90.4,,,56,16,,,0,,3.7,165
2019-02-01,04:00,,998,87.2,,,60,17,,,0,,4.7,166
2019-02-01,05:00,,997,87.0,,,63,16,,,0,,5.4,168
2019-02-01,06:00,,997,89.5,,,62,17,,,0,,4.7,170
2019-02-01,07:00,,997,91.7,,,61,18,,,0,,5.8,172
2019-02-01,08:00,,996,90.8,,,60,15,,,0,,6.6,184
2019-02-01,09:00,,997,90.2,,,58,13,,,28,,5.2,185
2019-02-01,10:00,,997,90.6,,,57,15,,,71,,5.3,180
2019-02-01,11:00,,997,89.4,,,57,17,,,84,,4.9,180
2019-02-01,12:00,,997,92.1,,,56,17,,,89,,4.4,187
2019-02-01,13:00,,997,90.2,,,60,17,,,64,,4.2,197
2019-02-01,14:00,,997,87.5,,,63,14,,,79,,3.3,187
2019-02-01,15:00,,996,88.5,,,66,12,,,82,,3.6,169
2019-02-01,16:00,,995,91.0,,,69,11,,,73,,2.5,165
2019-02-01,17:00,,994,91.1,,,65,7,,,22,,3.1,151
2019-02-01,18:00,,994,91.7,,,47,10,,,0,,2.8,85
2019-02-01,19:00,,994,89.9,,,49,16,,,0,,3.0,144
2019-02-01,20:00,,994,89.0,,,54,18,,,0,,5.4,152
2019-02-01,21:00,,993,88.4,,,59,21,,,0,,4.9,171
2019-02-01,22:00,,993,92.1,,,57,19,,,0,,3.3,163
2019-02-01,23:00,,992,94.4,,,57,17,,,0,,1.2,152
2019-02-02,00:00,,992,94.6,,,55,16,,,0,,1.3,159
2019-02-02,01:00,,992,94.6,,,53,15,,,0,,1.5,163
2019-02-02,02:00,,992,94.7,,,51,14,,,0,,1.7,160
2019-02-02,03:00,,992,95.7,,,51,12,,,0,,1.5,170
2019-02-02,04:00,,993,97.6,,,50,12,,,0,,2.6,165
2019-02-02,05:00,,993,98.9,,,50,12,,,0,,1.5,176
2019-02-02,06:00,,993,98.8,,,47,11,,,0,,1.9,189
2019-02-02,07:00,,993,98.1,,,43,11,,,0,,1.5,193
2019-02-02,08:00,,994,97.1,,,39,11,,,0,,1.7,210
2019-02-02,09:00,,995,96.7,,,36,13,,,14,,1.6,213
2019-02-02,10:00,,995,96.8,,,39,13,,,32,,2.4,247
2019-02-02,11:00,,996,96.9,,,41,15,,,61,,2.3,240
2019-02-02,12:00,,996,95.7,,,42,14,,,105,,1.7,249
2019-02-02,13:00,,996,95.7,,,43,14,,,85,,2.0,232
2019-02-02,14:00,,997,96.4,,,45,12,,,90,,2.4,243
2019-02-02,15:00,,998,96.0,,,44,8,,,56,,1.9,249
2019-02-02,16:00,,998,94.8,,,55,8,,,123,0.6,2.3,249
2019-02-02,17:00,,999,98.5,,,47,6,,,17,0.1,2.3,260
2019-02-02,18:00,,1000,98.9,,,47,9,,,0,,1.8,254
2019-02-02,19:00,,1001,98.0,,,43,7,,,0,,1.7,259
2019-02-02,20:00,,1001,97.7,,,38,10,,,0,,1.2,262
2019-02-02,21:00,,1002,98.6,,,37,10,,,0,,1.0,278
2019-02-02,22:00,,1003,99.3,,,32,10,,,0,,0.8,317
2019-02-02,23:00,,1003,99.1,,,27,11,,,0,,0.9,6
2019-02-03,00:00,,1004,98.7,,,30,8,,,0,,1.5,12
2019-02-03,01:00,,1005,98.8,,,28,9,,,0,,2.0,13
2019-02-03,02:00,,1005,99.0,,,17,9,,,0,,2.3,30
2019-02-03,03:00,,1006,99.0,,,30,11,,,0,,2.6,31
2019-02-03,04:00,,1007,98.8,,,39,7,,,0,,2.6,38
2019-02-03,05:00,,1007,98.4,,,24,10,,,0,,3.2,25
2019-02-03,06:00,,1008,96.9,,,27,12,,,0,,2.9,27
2019-02-03,07:00,,1008,95.5,,,37,12,,,0,,3.0,23
2019-02-03,08:00,,1009,95.3,,,45,16,,,0,,2.6,24
2019-02-03,09:00,,1010,94.4,,,40,14,,,3,,2.4,24
2019-02-03,10:00,,1011,94.2,,,35,14,,,19,,2.5,13
2019-02-03,11:00,,1011,93.8,,,37,13,,,37,,2.9,360
2019-02-03,12:00,,1012,93.3,,,44,12,,,44,,3.1,3
2019-02-03,13:00,,1012,93.1,,,46,10,,,44,,3.5,355
2019-02-03,14:00,,1013,93.5,,,45,7,,,49,,3.4,359
2019-02-03,15:00,,1013,93.8,,,46,8,,,41,,3.4,7
2019-02-03,16:00,,1014,94.6,,,42,11,,,14,,3.9,0
2019-02-03,17:00,,1015,95.8,,,38,8,,,3,,3.4,5
2019-02-03,18:00,,1016,95.8,,,37,5,,,0,,3.5,6
2019-02-03,19:00,,1017,95.2,,,45,4,,,0,,4.0,2
2019-02-03,20:00,,1019,95.5,,,52,6,,,0,,3.7,4
2019-02-03,21:00,,1020,95.4,,,54,9,,,0,,3.8,356
2019-02-03,22:00,,1021,94.8,,,54,10,,,0,,3.9,1
2019-02-03,23:00,,1022,94.7,,,55,10,,,0,,3.6,357
2019-02-04,00:00,,1023,95.6,,,52,12,,,0,,3.4,356
2019-02-04,01:00,,1024,95.2,,,54,11,,,0,,3.1,346
2019-02-04,02:00,,1025,94.5,,,56,9,,,0,,2.5,345
2019-02-04,03:00,,1026,94.7,,,59,9,,,0,,2.2,340
2019-02-04,04:00,,1027,94.6,,,60,7,,,0,,1.8,327
2019-02-04,05:00,,1028,95.4,,,60,7,,,0,,1.6,322
2019-02-04,06:00,,1029,95.0,,,62,7,,,0,,1.6,318
2019-02-04,07:00,,1029,95.2,,,63,8,,,0,,1.3,317
2019-02-04,08:00,,1030,95.1,,,67,8,,,0,,1.3,318
2019-02-04,09:00,,1030,95.0,,,70,6,,,43,,1.4,324
2019-02-04,10:00,,1031,94.8,,,71,5,,,186,,1.3,292
2019-02-04,11:00,,1031,91.8,,,74,6,,,298,,1.9,272
