Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,993,82.0,1,13,,22,,,0,,1.6,122
2019-02-01,02:00,,993,82.4,1,13,,23,,,0,,1.3,134
2019-02-01,03:00,,992,83.6,1,12,,22,,,0,,0.4,198
2019-02-01,04:00,,992,82.9,1,15,,22,,,0,,1.1,208
2019-02-01,05:00,,991,80.8,1,16,,25,,,0,,1.0,198
2019-02-01,06:00,,991,78.5,1,16,,22,,,0,,0.6,209
2019-02-01,07:00,,990,76.5,1,11,,19,,,0,,1.7,162
2019-02-01,08:00,,990,77.6,1,11,,16,,,0,,2.6,204
2019-02-01,09:00,,990,75.2,1,10,,13,,,22,,5.7,206
2019-02-01,10:00,,991,75.9,1,9,,17,,,65,,6.6,210
2019-02-01,11:00,,991,76.7,2,9,,16,,,82,0.0,5.3,208
2019-02-01,12:00,,991,76.1,2,10,,13,,,92,0.9,5.6,214
2019-02-01,13:00,,991,76.5,2,12,,15,,,54,0.5,5.6,209
2019-02-01,14:00,,991,75.6,2,13,,19,,,52,0.8,3.4,204
2019-02-01,15:00,,991,73.9,2,16,,20,,,62,1.6,2.0,201
2019-02-01,16:00,,991,73.5,3,17,,19,,,62,2.5,1.2,213
2019-02-01,17:00,,990,76.6,2,20,,20,,,18,1.7,1.1,251
2019-02-01,18:00,,990,79.5,2,23,,22,,,0,0.7,1.9,208
2019-02-01,19:00,,989,78.7,1,27,,23,,,0,0.9,0.8,173
2019-02-01,20:00,,989,80.7,1,27,,28,,,0,0.6,1.7,213
2019-02-01,21:00,,989,82.3,1,27,,25,,,0,0.2,1.9,213
2019-02-01,22:00,,989,81.2,1,22,,24,,,0,0.5,1.1,204
2019-02-01,23:00,,989,86.5,1,25,,26,,,0,0.4,0.5,32
2019-02-02,00:00,,989,89.4,1,22,,28,,,0,0.5,0.6,206
2019-02-02,01:00,,989,90.6,1,17,,30,,,0,0.6,0.9,218
2019-02-02,02:00,,989,93.8,1,15,,28,,,0,0.2,0.6,271
2019-02-02,03:00,,989,95.6,1,15,,27,,,0,,1.0,336
2019-02-02,04:00,,989,94.4,1,15,,29,,,0,0.2,0.4,104
2019-02-02,05:00,,989,93.4,1,15,,31,,,0,0.4,0.4,26
2019-02-02,06:00,,989,93.3,1,16,,28,,,0,0.4,0.4,190
2019-02-02,07:00,,989,93.0,1,14,,32,,,0,0.6,0.3,357
2019-02-02,08:00,,990,93.6,1,16,,30,,,0,0.4,0.4,334
2019-02-02,09:00,,991,92.7,3,19,,33,,,8,0.8,0.5,180
2019-02-02,10:00,,992,94.4,3,17,,35,,,31,0.6,1.7,219
2019-02-02,11:00,,992,95.4,6,18,,32,,,61,0.7,2.6,229
2019-02-02,12:00,,992,93.1,9,19,,32,,,96,1.4,2.6,225
2019-02-02,13:00,,993,93.4,7,18,,32,,,80,1.3,2.9,212
2019-02-02,14:00,,993,93.1,8,20,,30,,,89,1.7,2.9,213
2019-02-02,15:00,,994,91.8,7,20,,35,,,96,2.2,1.9,208
2019-02-02,16:00,,995,92.8,5,23,,37,,,32,1.8,3.2,222
2019-02-02,17:00,,996,93.9,4,25,,35,,,9,1.7,2.2,221
2019-02-02,18:00,,997,94.4,2,28,,37,,,0,1.7,1.5,221
2019-02-02,19:00,,998,94.3,2,28,,37,,,0,1.7,1.2,205
2019-02-02,20:00,,999,95.7,1,29,,36,,,0,1.5,1.6,204
2019-02-02,21:00,,999,95.8,2,33,,34,,,0,1.5,0.9,244
2019-02-02,22:00,,1000,94.1,2,31,,33,,,0,1.8,0.5,327
2019-02-02,23:00,,1000,95.2,2,26,,32,,,0,1.5,0.9,27
2019-02-03,00:00,,1002,95.8,2,25,,32,,,0,1.2,1.0,0
2019-02-03,01:00,,1002,98.4,5,30,,26,,,0,0.3,2.3,358
2019-02-03,02:00,,1002,99.1,1,24,,22,,,0,,2.6,29
2019-02-03,03:00,,1003,99.4,1,21,,22,,,0,,2.8,26
2019-02-03,04:00,,1004,99.8,1,23,,22,,,0,,3.2,22
2019-02-03,05:00,,1004,100.0,1,15,,23,,,0,,4.3,22
2019-02-03,06:00,,1005,100.0,1,12,,29,,,0,,4.4,26
2019-02-03,07:00,,1005,99.8,1,13,,34,,,0,,3.8,18
2019-02-03,08:00,,1006,99.5,1,12,,37,,,0,,2.8,13
2019-02-03,09:00,,1006,99.6,1,12,,34,,,3,,3.6,356
2019-02-03,10:00,,1007,99.5,1,10,,29,,,20,,4.3,350
2019-02-03,11:00,,1008,99.1,2,9,,30,,,55,,4.0,349
2019-02-03,12:00,,1009,98.9,1,9,,26,,,60,,3.4,350
2019-02-03,13:00,,1009,98.8,2,9,,24,,,69,,3.7,344
2019-02-03,14:00,,1010,98.7,2,9,,23,,,67,,4.5,347
2019-02-03,15:00,,1010,98.7,1,9,,25,,,51,,4.5,343
2019-02-03,16:00,,1011,98.8,1,10,,22,,,31,,3.5,351
2019-02-03,17:00,,1012,99.3,1,11,,15,,,15,,3.6,350
2019-02-03,18:00,,1013,99.5,1,12,,10,,,0,,3.9,348
2019-02-03,19:00,,1015,99.3,1,10,,12,,,0,,4.1,351
2019-02-03,20:00,,1016,98.7,1,10,,16,,,0,,3.5,346
2019-02-03,21:00,,1017,97.4,1,9,,16,,,0,,2.9,339
2019-02-03,22:00,,1018,95.2,1,10,,14,,,0,,2.4,319
2019-02-03,23:00,,1019,93.6,1,9,,10,,,0,,2.5,316
2019-02-04,00:00,,1020,91.8,1,9,,9,,,0,,3.1,311
2019-02-04,01:00,,1021,91.2,1,9,,8,,,0,,2.8,306
2019-02-04,02:00,,1022,91.5,1,9,,8,,,0,,1.9,279
2019-02-04,03:00,,1023,91.8,1,8,,8,,,0,,1.8,251
2019-02-04,04:00,,1023,92.7,1,7,,7,,,0,,2.6,242
2019-02-04,05:00,,1024,93.3,1,6,,7,,,0,,2.7,240
2019-02-04,06:00,,1025,93.0,1,7,,6,,,0,,2.6,237
2019-02-04,07:00,,1025,94.4,1,10,,7,,,0,,2.6,208
2019-02-04,08:00,,1025,94.7,1,12,,6,,,0,,2.9,200
2019-02-04,09:00,,1026,93.2,3,19,,8,,,34,,2.8,191
2019-02-04,10:00,,1026,84.3,6,18,,11,,,242,,2.5,198
2019-02-04,11:00,,1026,78.4,9,17,,10,,,337,,2.5,193
2019-02-04,12:00,,1027,76.0,10,17,,9,,,403,0.8,2.9,200
2019-02-04,13:00,,1026,76.4,7,14,,11,,,430,1.4,3.3,198
2019-02-04,14:00,,1026,76.5,6,12,,11,,,397,1.6,3.9,213
2019-02-04,15:00,,1026,75.3,3,8,,10,,,306,1.2,4.4,217
2019-02-04,16:00,,1025,74.6,2,10,,9,,,205,1.2,2.9,214
2019-02-04,17:00,,1025,77.0,2,11,,9,,,55,,3.1,215
2019-02-04,18:00,,1025,82.8,1,12,,7,,,0,,3.0,210
2019-02-04,19:00,,1025,83.4,1,12,,5,,,0,,3.7,204
2019-02-04,20:00,,1025,84.9,1,12,,7,,,0,,4.2,203
2019-02-04,21:00,,1024,85.4,1,14,,8,,,0,,4.4,204
2019-02-04,22:00,,1024,86.5,1,15,,9,,,0,,4.1,206
2019-02-04,23:00,,1025,87.4,1,18,,8,,,0,,4.9,205
2019-02-05,00:00,,1025,88.9,1,16,,10,,,0,,4.9,210
2019-02-05,01:00,,1024,89.4,1,15,,10,,,0,,4.8,207
2019-02-05,02:00,,1024,87.3,1,11,,9,,,0,,5.8,204
2019-02-05,03:00,,1024,85.9,1,9,,8,,,0,,5.4,206
2019-02-05,04:00,,1023,84.3,1,9,,8,,,0,,5.4,209
2019-02-05,05:00,,1023,83.6,1,9,,8,,,0,,5.4,211
2019-02-05,06:00,,1023,82.2,1,10,,8,,,0,,6.1,208
2019-02-05,07:00,,1023,82.0,1,11,,9,,,0,,6.0,212
2019-02-05,08:00,,1023,82.4,1,14,,7,,,0,,5.9,213
2019-02-05,09:00,,1024,84.2,2,14,,8,,,40,,4.9,213
2019-02-05,10:00,,1024,82.1,3,15,,13,,,121,,5.4,215
2019-02-05,11:00,,1024,80.9,6,15,,15,,,212,,5.8,213
2019-02-05,12:00,,1025,78.3,6,14,,16,,,266,,5.5,215
2019-02-05,13:00,,1025,76.6,6,16,,18,,,245,0.3,5.3,216
2019-02-05,14:00,,1025,76.7,6,18,,18,,,197,0.5,4.5,215
2019-02-05,15:00,,1024,77.5,7,20,,18,,,189,0.5,4.4,209
2019-02-05,16:00,,1024,80.1,6,23,,18,,,108,0.3,4.0,209
2019-02-05,17:00,,1025,83.5,3,25,,17,,,29,,4.4,200
2019-02-05,18:00,,1025,86.2,1,31,,17,,,0,,4.9,200
2019-02-05,19:00,,1025,87.7,1,29,,18,,,0,,4.3,204
2019-02-05,20:00,,1026,89.1,1,29,,18,,,0,,3.6,203
2019-02-05,21:00,,1026,89.2,1,29,,21,,,0,,3.2,197
2019-02-05,22:00,,1026,89.6,1,29,,24,,,0,,3.2,196
2019-02-05,23:00,,1026,89.7,1,28,,24,,,0,,3.0,193
2019-02-06,00:00,,1026,90.2,1,28,,26,,,0,,3.2,199
2019-02-06,01:00,,1026,92.6,1,27,,29,,,0,,3.2,207
2019-02-06,02:00,,1026,94.2,1,27,,28,,,0,,3.1,209
2019-02-06,03:00,,1026,96.1,1,26,,30,,,0,,2.8,214
2019-02-06,04:00,,1025,96.8,1,24,,29,,,0,,3.2,218
2019-02-06,05:00,,1025,96.6,1,22,,25,,,0,,2.9,219
2019-02-06,06:00,,1025,94.2,1,22,,21,,,0,,2.2,214
2019-02-06,07:00,,1025,92.9,1,25,,22,,,0,,2.7,216
2019-02-06,08:00,,1025,94.1,3,28,,21,,,2,,3.5,213
2019-02-06,09:00,,1025,92.1,2,22,,18,,,54,,4.3,207
