Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,998,78.2,1,10,57,26,,,0,,1.5,122
2019-02-01,02:00,,997,78.2,1,9,58,22,,,0,,1.6,106
2019-02-01,03:00,,997,79.4,1,9,59,23,,,0,,1.3,73
2019-02-01,04:00,,996,79.7,1,9,60,23,,,0,,1.1,24
2019-02-01,05:00,,996,78.7,2,12,59,22,,,0,,1.5,114
2019-02-01,06:00,,995,77.4,2,10,62,20,,,0,,2.4,130
2019-02-01,07:00,,995,77.4,4,11,62,18,,,0,,2.2,148
2019-02-01,08:00,,995,76.9,2,9,63,14,,,2,,3.2,155
2019-02-01,09:00,,995,75.4,1,7,61,14,,,35,,4.8,170
2019-02-01,10:00,,995,73.2,3,11,55,17,,,80,,2.5,127
2019-02-01,11:00,,995,69.7,3,10,55,25,,,153,0.8,2.8,143
2019-02-01,12:00,,995,67.4,1,7,59,23,,,158,1.2,4.3,159
2019-02-01,13:00,,995,66.3,5,11,55,22,,,132,1.5,2.3,159
2019-02-01,14:00,,995,66.8,4,12,54,25,,,102,1.8,2.0,197
2019-02-01,15:00,,995,68.3,1,10,55,27,,,87,1.8,2.6,175
2019-02-01,16:00,,995,70.4,1,10,54,25,,,54,1.8,2.6,158
2019-02-01,17:00,,995,73.2,2,17,48,29,,,12,1.7,1.2,113
2019-02-01,18:00,,994,76.0,4,22,44,31,,,0,1.5,1.3,128
2019-02-01,19:00,,994,74.6,2,15,51,29,,,0,1.7,1.5,145
2019-02-01,20:00,,993,76.5,2,15,50,32,,,0,1.6,1.6,85
2019-02-01,21:00,,993,80.3,5,17,49,32,,,0,1.8,1.0,70
2019-02-01,22:00,,992,83.2,2,16,47,31,,,0,1.9,1.4,64
2019-02-01,23:00,,992,87.1,2,17,43,30,,,0,1.9,1.4,59
2019-02-02,00:00,,992,91.7,1,21,36,32,,,0,1.5,1.5,52
2019-02-02,01:00,,992,90.6,1,25,27,40,,,0,0.6,1.2,51
2019-02-02,02:00,,992,90.6,1,25,25,45,,,0,0.6,1.2,70
2019-02-02,03:00,,991,88.8,1,23,27,43,,,0,1.2,0.9,68
2019-02-02,04:00,,991,87.4,2,19,33,36,,,0,1.7,0.6,51
2019-02-02,05:00,,991,88.9,6,23,26,35,,,0,1.2,0.5,48
2019-02-02,06:00,,991,93.0,22,36,3,39,,,0,0.3,0.5,268
2019-02-02,07:00,,991,94.8,4,30,4,40,,,0,0.0,0.5,242
2019-02-02,08:00,,992,96.2,14,33,2,40,,,0,,0.6,252
2019-02-02,09:00,,992,95.4,17,31,4,43,,,19,0.1,0.6,205
2019-02-02,10:00,,993,93.0,30,35,5,45,,,36,0.9,0.7,263
2019-02-02,11:00,,994,90.7,23,35,7,43,,,33,1.6,0.8,253
2019-02-02,12:00,,994,93.2,27,34,6,42,,,40,1.8,0.7,248
2019-02-02,13:00,,994,95.0,20,33,8,47,,,32,2.0,1.1,243
2019-02-02,14:00,,995,95.9,14,30,12,45,,,30,1.5,1.8,248
2019-02-02,15:00,,996,96.1,13,33,11,37,,,34,1.1,2.1,247
2019-02-02,16:00,,996,95.6,13,34,11,33,,,27,1.0,1.5,240
2019-02-02,17:00,,997,95.1,16,37,11,28,,,6,1.1,1.1,239
2019-02-02,18:00,,998,95.9,28,45,5,26,,,0,1.0,0.6,251
2019-02-02,19:00,,999,93.9,7,29,18,33,,,0,1.4,2.0,239
2019-02-02,20:00,,1000,92.3,4,25,16,33,,,0,1.7,1.6,242
2019-02-02,21:00,,1000,93.3,5,28,12,36,,,0,1.6,1.5,247
2019-02-02,22:00,,1001,93.7,4,31,8,37,,,0,1.4,1.5,266
2019-02-02,23:00,,1002,93.7,4,33,8,41,,,0,1.1,1.4,266
2019-02-03,00:00,,1003,93.0,1,22,20,37,,,0,0.7,1.2,266
2019-02-03,01:00,,1004,93.7,1,22,15,35,,,0,0.3,1.6,265
2019-02-03,02:00,,1004,94.4,1,23,13,40,,,0,0.1,1.3,276
2019-02-03,03:00,,1005,96.9,1,18,17,42,,,0,,1.1,280
2019-02-03,04:00,,1005,97.5,1,17,23,39,,,0,,0.7,282
2019-02-03,05:00,,1006,98.1,1,11,29,35,,,0,,1.2,275
2019-02-03,06:00,,1006,98.5,1,13,25,35,,,0,,0.8,279
2019-02-03,07:00,,1007,98.7,1,15,25,29,,,0,,0.9,327
