Datum,Zeit,BEN,DRUCK,FEUCHT,NO,NO2,O3,PM10_TEOM,RUSS_PM1,SO2,STRAHL,TEMP,WINDGE,WINDRI
yyyy-mm-dd,hh:mm,µg/m³,hPa,PROZ,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,W/m2,GRADC,m/sec,GRAD
2019-02-01,01:00,,998,85.0,11,37,,38,,,0,,0.4,155
2019-02-01,02:00,,997,78.4,1,24,,35,,,0,,1.1,169
2019-02-01,03:00,,997,75.9,1,18,,33,,,0,,1.2,159
2019-02-01,04:00,,997,73.5,1,16,,29,,,0,,1.5,129
2019-02-01,05:00,,996,70.9,1,15,,28,,,0,,1.4,135
2019-02-01,06:00,,996,68.6,6,24,,27,,,0,0.4,0.6,146
2019-02-01,07:00,,995,68.1,2,18,,27,,,0,0.6,1.6,122
2019-02-01,08:00,,994,67.8,11,29,,24,,,1,0.8,1.2,133
2019-02-01,09:00,,994,67.3,4,18,,21,,,34,1.0,2.1,123
2019-02-01,10:00,,994,64.0,14,30,,28,,,85,2.1,0.6,133
2019-02-01,11:00,,995,62.2,16,33,,28,,,89,3.2,0.6,106
2019-02-01,12:00,,995,59.9,15,38,,55,,,83,4.2,0.5,107
2019-02-01,13:00,,995,61.0,41,56,,66,,,60,4.7,0.4,299
2019-02-01,14:00,,995,62.7,29,59,,66,,,68,4.6,0.4,91
2019-02-01,15:00,,995,64.5,32,52,,41,,,73,5.2,0.5,85
2019-02-01,16:00,,995,77.5,11,36,,31,,,60,4.3,0.7,73
2019-02-01,17:00,,994,81.9,18,51,,26,,,17,3.7,0.6,39
2019-02-01,18:00,,994,85.5,40,58,,30,,,0,3.0,0.5,77
2019-02-01,19:00,,994,79.7,9,43,,28,,,0,2.6,1.0,113
2019-02-01,20:00,,993,72.9,4,29,,27,,,1,2.3,1.1,132
2019-02-01,21:00,,993,72.4,3,23,,32,,,1,2.6,0.8,99
2019-02-01,22:00,,993,73.2,4,28,,33,,,1,2.9,0.4,77
2019-02-01,23:00,,993,75.0,4,27,,33,,,0,3.0,0.2,65
2019-02-02,00:00,,993,81.2,5,28,,32,,,0,2.5,0.3,80
2019-02-02,01:00,,992,85.2,8,28,,33,,,0,2.6,0.1,128
2019-02-02,02:00,,993,88.9,4,24,,36,,,1,2.1,0.1,231
2019-02-02,03:00,,993,89.7,1,28,,38,,,0,1.8,0.1,192
2019-02-02,04:00,,993,89.4,2,31,,34,,,0,1.9,0.1,75
2019-02-02,05:00,,993,89.5,5,34,,35,,,0,1.9,0.1,288
2019-02-02,06:00,,993,89.6,10,34,,35,,,0,1.9,0.2,210
2019-02-02,07:00,,993,89.6,8,35,,37,,,0,1.8,0.1,229
2019-02-02,08:00,,993,88.3,14,35,,35,,,1,2.1,0.1,263
2019-02-02,09:00,,994,88.4,20,37,,42,,,8,1.9,0.2,249
2019-02-02,10:00,,995,88.7,22,32,,42,,,26,2.0,0.2,226
2019-02-02,11:00,,995,86.7,22,33,,43,,,39,2.3,0.1,202
2019-02-02,12:00,,995,84.3,31,34,,49,,,73,2.9,0.1,295
2019-02-02,13:00,,996,85.0,21,33,,51,,,43,2.9,0.2,202
2019-02-02,14:00,,996,84.7,17,33,,58,,,38,3.1,0.0,212
2019-02-02,15:00,,997,84.4,18,33,,63,,,47,3.2,0.1,209
2019-02-02,16:00,,998,84.5,24,35,,61,,,38,3.5,0.1,254
2019-02-02,17:00,,999,86.8,29,37,,73,,,6,3.1,0.1,285
2019-02-02,18:00,,1000,87.3,24,37,,63,,,1,3.1,0.0,335
2019-02-02,19:00,,1000,89.0,36,35,,61,,,0,2.9,0.0,332
