Datum Zeit,Dresden-Nord PM10
,µg/m³
30-04-07,20
29-04-07,15
28-04-07,39
27-04-07,46
26-04-07,32
25-04-07,31
24-04-07,49
23-04-07,36
22-04-07,24
21-04-07,20
20-04-07,25
19-04-07,31
18-04-07,28
17-04-07,41
16-04-07,27
15-04-07,23
14-04-07,26
13-04-07,31
12-04-07,39
11-04-07,37
10-04-07,35
09-04-07,34
08-04-07,39
07-04-07,23
06-04-07,32
05-04-07,34
04-04-07,15
03-04-07,53
02-04-07,53
01-04-07,41

