Datum Zeit,Plauen-Sued PM10
,µg/m³
30-04-07,34
29-04-07,22
28-04-07,36
27-04-07,37
26-04-07,28
25-04-07,26
24-04-07,34
23-04-07,26
22-04-07,19
21-04-07,25
20-04-07,24
19-04-07,20
18-04-07,18
17-04-07,39
16-04-07,31
15-04-07,23
14-04-07,27
13-04-07,32
12-04-07,46
11-04-07,38
10-04-07,30
09-04-07,24
08-04-07,30
07-04-07,29
06-04-07,29
05-04-07,22
04-04-07,19
03-04-07,54
02-04-07,61
01-04-07,34

