Datum Zeit,Bautzen PM10
,µg/m³
31-03-15,5
30-03-15,6
29-03-15,13
28-03-15,20
27-03-15,22
26-03-15,39
25-03-15,49
24-03-15,39
23-03-15,23
22-03-15,11
21-03-15,51
20-03-15,53
19-03-15,50
18-03-15,45
17-03-15,26
16-03-15,31
15-03-15,21
14-03-15,26
13-03-15,21
12-03-15,17
11-03-15,16
10-03-15,28
09-03-15,25
08-03-15,17
07-03-15,21
06-03-15,20
05-03-15,9
04-03-15,9
03-03-15,11
02-03-15,11
01-03-15,23

