Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
31-03-15,4.73
30-03-15,5.23
29-03-15,6.30
28-03-15,17.08
27-03-15,18.42
26-03-15,39.98
25-03-15,31.94
24-03-15,39.71
23-03-15,28.60
22-03-15,9.76
21-03-15,44.44
20-03-15,48.61
19-03-15,36.73
18-03-15,29.85
17-03-15,16.98
16-03-15,18.46
15-03-15,16.93
14-03-15,20.11
13-03-15,20.37
12-03-15,14.39
11-03-15,9.43
10-03-15,27.96
09-03-15,25.32
08-03-15,20.23
07-03-15,18.07
06-03-15,19.06
05-03-15,6.96
04-03-15,7.34
03-03-15,8.22
02-03-15,6.75
01-03-15,13.67

