Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-03-15,13
30-03-15,11
29-03-15,10
28-03-15,28
27-03-15,31
26-03-15,66
25-03-15,51
24-03-15,58
23-03-15,43
22-03-15,19
21-03-15,59
20-03-15,73
19-03-15,57
18-03-15,50
17-03-15,34
16-03-15,30
15-03-15,23
14-03-15,29
13-03-15,37
12-03-15,27
11-03-15,26
10-03-15,42
09-03-15,40
08-03-15,31
07-03-15,
06-03-15,37
05-03-15,14
04-03-15,22
03-03-15,18
02-03-15,14
01-03-15,23

