Datum Zeit,Dresden-Nord PM10
,µg/m³
31-03-15,12
30-03-15,15
29-03-15,10
28-03-15,24
27-03-15,28
26-03-15,59
25-03-15,51
24-03-15,56
23-03-15,36
22-03-15,15
21-03-15,60
20-03-15,65
19-03-15,50
18-03-15,48
17-03-15,33
16-03-15,33
15-03-15,23
14-03-15,27
13-03-15,31
12-03-15,25
11-03-15,27
10-03-15,45
09-03-15,36
08-03-15,34
07-03-15,36
06-03-15,43
05-03-15,15
04-03-15,24
03-03-15,16
02-03-15,18
01-03-15,23

