Datum Zeit,Carlsfeld PM10
,µg/m³
31-03-15,3
30-03-15,4
29-03-15,3
28-03-15,13
27-03-15,10
26-03-15,26
25-03-15,24
24-03-15,33
23-03-15,21
22-03-15,7
21-03-15,29
20-03-15,23
19-03-15,28
18-03-15,28
17-03-15,21
16-03-15,22
15-03-15,14
14-03-15,11
13-03-15,13
12-03-15,8
11-03-15,12
10-03-15,15
09-03-15,16
08-03-15,11
07-03-15,15
06-03-15,13
05-03-15,6
04-03-15,4
03-03-15,6
02-03-15,4
01-03-15,7

