Datum Zeit,Brockau PM10
,µg/m³
31-03-15,4
30-03-15,5
29-03-15,4
28-03-15,21
27-03-15,15
26-03-15,58
25-03-15,41
24-03-15,49
23-03-15,26
22-03-15,11
21-03-15,38
20-03-15,39
19-03-15,43
18-03-15,34
17-03-15,27
16-03-15,29
15-03-15,20
14-03-15,24
13-03-15,21
12-03-15,21
11-03-15,18
10-03-15,29
09-03-15,33
08-03-15,14
07-03-15,24
06-03-15,21
05-03-15,8
04-03-15,7
03-03-15,8
02-03-15,6
01-03-15,11

