Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-03-15,6
30-03-15,6
29-03-15,8
28-03-15,22
27-03-15,21
26-03-15,53
25-03-15,42
24-03-15,48
23-03-15,31
22-03-15,14
21-03-15,53
20-03-15,53
19-03-15,44
18-03-15,40
17-03-15,27
16-03-15,26
15-03-15,19
14-03-15,24
13-03-15,25
12-03-15,20
11-03-15,19
10-03-15,36
09-03-15,30
08-03-15,27
07-03-15,25
06-03-15,25
05-03-15,10
04-03-15,15
03-03-15,8
02-03-15,8
01-03-15,16

