Datum Zeit,Collmberg PM10
,µg/m³
31-03-15,6
30-03-15,6
29-03-15,7
28-03-15,23
27-03-15,19
26-03-15,47
25-03-15,50
24-03-15,50
23-03-15,29
22-03-15,12
21-03-15,54
20-03-15,50
19-03-15,41
18-03-15,40
17-03-15,28
16-03-15,30
15-03-15,20
14-03-15,21
13-03-15,16
12-03-15,11
11-03-15,16
10-03-15,30
09-03-15,19
08-03-15,16
07-03-15,26
06-03-15,26
05-03-15,9
04-03-15,12
03-03-15,8
02-03-15,6
01-03-15,10

