Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-03-15,12
30-03-15,11
29-03-15,8
28-03-15,33
27-03-15,26
26-03-15,71
25-03-15,50
24-03-15,63
23-03-15,45
22-03-15,16
21-03-15,59
20-03-15,60
19-03-15,56
18-03-15,51
17-03-15,41
16-03-15,36
15-03-15,24
14-03-15,24
13-03-15,30
12-03-15,25
11-03-15,31
10-03-15,51
09-03-15,43
08-03-15,29
07-03-15,47
06-03-15,38
05-03-15,17
04-03-15,23
03-03-15,20
02-03-15,20
01-03-15,17

