Datum Zeit,Klingenthal PM10
,µg/m³
31-03-15,6
30-03-15,5
29-03-15,10
28-03-15,19
27-03-15,15
26-03-15,43
25-03-15,35
24-03-15,35
23-03-15,25
22-03-15,12
21-03-15,34
20-03-15,33
19-03-15,35
18-03-15,36
17-03-15,26
16-03-15,27
15-03-15,18
14-03-15,18
13-03-15,17
12-03-15,16
11-03-15,18
10-03-15,25
09-03-15,23
08-03-15,18
07-03-15,20
06-03-15,19
05-03-15,9
04-03-15,8
03-03-15,10
02-03-15,8
01-03-15,18

