Datum Zeit,Leipzig-Mitte PM2.5
,µg/m³
31-03-15,5.62
30-03-15,8.13
29-03-15,6.02
28-03-15,19.20
27-03-15,17.14
26-03-15,37.68
25-03-15,45.91
24-03-15,50.24
23-03-15,36.07
22-03-15,8.75
21-03-15,52.26
20-03-15,49.48
19-03-15,38.94
18-03-15,28.93
17-03-15,20.77
16-03-15,24.75
15-03-15,18.94
14-03-15,19.05
13-03-15,20.67
12-03-15,13.64
11-03-15,11.46
10-03-15,35.31
09-03-15,26.03
08-03-15,17.04
07-03-15,25.44
06-03-15,23.14
05-03-15,10.48
04-03-15,10.17
03-03-15,9.00
02-03-15,8.22
01-03-15,11.18

