Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
31-07-16,15
30-07-16,14
29-07-16,19
28-07-16,26
27-07-16,25
26-07-16,24
25-07-16,29
24-07-16,20
23-07-16,23
22-07-16,22
21-07-16,26
20-07-16,14
19-07-16,35
18-07-16,22
17-07-16,13
16-07-16,16
15-07-16,12
14-07-16,14
13-07-16,16
12-07-16,20
11-07-16,22
10-07-16,14
09-07-16,16
08-07-16,20
07-07-16,15
06-07-16,12
05-07-16,18
04-07-16,15
03-07-16,10
02-07-16,13
01-07-16,25

