Datum Zeit,Bautzen PM10
,µg/m³
31-07-16,11
30-07-16,9
29-07-16,12
28-07-16,20
27-07-16,22
26-07-16,23
25-07-16,21
24-07-16,18
23-07-16,17
22-07-16,19
21-07-16,13
20-07-16,11
19-07-16,9
18-07-16,12
17-07-16,14
16-07-16,12
15-07-16,6
14-07-16,8
13-07-16,13
12-07-16,14
11-07-16,11
10-07-16,10
09-07-16,12
08-07-16,12
07-07-16,10
06-07-16,9
05-07-16,9
04-07-16,8
03-07-16,8
02-07-16,9
01-07-16,10

