Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
31-07-16,19
30-07-16,19
29-07-16,17
28-07-16,23
27-07-16,24
26-07-16,23
25-07-16,32
24-07-16,26
23-07-16,24
22-07-16,29
21-07-16,24
20-07-16,19
19-07-16,20
18-07-16,17
17-07-16,12
16-07-16,17
15-07-16,12
14-07-16,15
13-07-16,18
12-07-16,24
11-07-16,22
10-07-16,17
09-07-16,25
08-07-16,23
07-07-16,20
06-07-16,16
05-07-16,19
04-07-16,15
03-07-16,9
02-07-16,14
01-07-16,19

