Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-07-16,8.02
30-07-16,6.26
29-07-16,7.29
28-07-16,10.85
27-07-16,12.55
26-07-16,17.03
25-07-16,16.36
24-07-16,13.19
23-07-16,12.90
22-07-16,13.43
21-07-16,8.99
20-07-16,6.25
19-07-16,5.99
18-07-16,5.86
17-07-16,6.57
16-07-16,6.31
15-07-16,3.08
14-07-16,4.50
13-07-16,6.15
12-07-16,6.80
11-07-16,7.40
10-07-16,7.93
09-07-16,7.05
08-07-16,6.67
07-07-16,5.98
06-07-16,3.44
05-07-16,6.09
04-07-16,5.15
03-07-16,3.17
02-07-16,5.52
01-07-16,5.82

