Datum Zeit,Klingenthal PM10
,µg/m³
31-07-16,9
30-07-16,7
29-07-16,9
28-07-16,11
27-07-16,12
26-07-16,18
25-07-16,16
24-07-16,15
23-07-16,16
22-07-16,12
21-07-16,11
20-07-16,9
19-07-16,9
18-07-16,8
17-07-16,9
16-07-16,9
15-07-16,6
14-07-16,7
13-07-16,8
12-07-16,9
11-07-16,11
10-07-16,9
09-07-16,11
08-07-16,11
07-07-16,8
06-07-16,7
05-07-16,8
04-07-16,5
03-07-16,4
02-07-16,7
01-07-16,8

